,idx_vacancies,labels,name,prof_code,prof_name,prof_text,prof_type,sc,vac_text,vector_sim
3358,14769.0,1.0,Администратор баз данных Oracle,6.011,Администратор баз данных,"Обеспечение информационной безопасности на уровне БД Контроль соблюдения регламентов по обеспечению безопасности на уровне БД Выявление действий, нарушающих регламент обеспечения безопасности на уровне БД",activities,0.0,"Умение читать, понимать и оптимизировать sql-выражения;",TfIdf
3299,13537.0,1.0,Oracle DBA / Администратор СУБД Oracle,6.011,Администратор баз данных,Оптимизация функционирования БД Оптимизация производительности БД Анализ возможностей по управлению оптимизацией производительности БД,activities,0.4221718665199412,Оптимизация производительности СУБД Oracle и SQL запросов в ней,TfIdf
3300,13537.0,1.0,Oracle DBA / Администратор СУБД Oracle,6.011,Администратор баз данных,Оптимизация функционирования БД Оптимизация производительности БД Выбор критериев оптимизации производительности БД,activities,0.4169508382684017,Оптимизация производительности СУБД Oracle и SQL запросов в ней,TfIdf
3409,13537.0,1.0,Oracle DBA / Администратор СУБД Oracle,6.011,Администратор баз данных,Оптимизация функционирования БД Оптимизация производительности БД Применять методы оптимизации производительности БД и контролировать полученные результаты,skills,0.39534110095675545,Оптимизация производительности СУБД Oracle и SQL запросов в ней,TfIdf
2971,13537.0,1.0,Oracle DBA / Администратор СУБД Oracle,6.011,Администратор баз данных,Оптимизация функционирования БД Оптимизация производительности БД Специалист,posts,0.378617685370358,Оптимизация производительности СУБД Oracle и SQL запросов в ней,TfIdf
2970,13537.0,1.0,Oracle DBA / Администратор СУБД Oracle,6.011,Администратор баз данных,Оптимизация функционирования БД Оптимизация производительности БД Системный администратор,posts,0.3600730825031108,Оптимизация производительности СУБД Oracle и SQL запросов в ней,TfIdf
3440,24890.0,1.0,Администратор БД MS SQL,6.011,Администратор баз данных,Предотвращение потерь и повреждений данных Настройка работы программно-аппаратного обеспечения БД Настраивать работу БД через соответствующие параметры для оптимизации работы пользователей с прикладной системой,skills,0.09611646458385394,автоматизация регулярных работ;,TfIdf
3502,24890.0,1.0,Администратор БД MS SQL,6.011,Администратор баз данных,"Оптимизация функционирования БД Мониторинг работы БД, сбор статистической информации о работе БД Основные критерии (показатели) работы БД",knowledge,0.09042261051327949,автоматизация регулярных работ;,TfIdf
3361,24890.0,1.0,Администратор БД MS SQL,6.011,Администратор баз данных,Обеспечение информационной безопасности на уровне БД Оптимизация работы систем безопасности с целью уменьшения нагрузки на работу БД Определение возможностей оптимизации работы систем безопасности с целью уменьшения нагрузки на работу БД,activities,0.0867761268875872,автоматизация регулярных работ;,TfIdf
3293,24890.0,1.0,Администратор БД MS SQL,6.011,Администратор баз данных,"Оптимизация функционирования БД Мониторинг работы БД, сбор статистической информации о работе БД Мониторинг работы БД, в том числе различными автоматизированными средствами",activities,0.08544312713653454,автоматизация регулярных работ;,TfIdf
3551,24890.0,1.0,Администратор БД MS SQL,6.011,Администратор баз данных,Обеспечение информационной безопасности на уровне БД Оптимизация работы систем безопасности с целью уменьшения нагрузки на работу БД Методы и средства обеспечения безопасности данных при работе с установленной БД,knowledge,0.08351577970566865,автоматизация регулярных работ;,TfIdf
3556,18812.0,1.0,Начальник отдела автоматизации рабочих мест,6.011,Администратор баз данных,"Обеспечение информационной безопасности на уровне БД Разработка автоматизированных процедур выявления попыток несанкционированного доступа к данным Программно-технические средства защиты данных от несанкционированного доступа, их возможности",knowledge,0.09414463987451135,Участие в разработке технических заданий.,TfIdf
3313,18812.0,1.0,Начальник отдела автоматизации рабочих мест,6.011,Администратор баз данных,Предотвращение потерь и повреждений данных Разработка регламентов резервного копирования БД Разработка сценариев по восстановлению БД в случае сбоев и подготовка соответствующей документации,activities,0.0913337326242971,Участие в разработке технических заданий.,TfIdf
3374,18812.0,1.0,Начальник отдела автоматизации рабочих мест,6.011,Администратор баз данных,Управление развитием БД Разработка регламентов обновления версий программного обеспечения БД Разработка и описание типовых процессов по обновлению версий БД,activities,0.08961519739976344,Участие в разработке технических заданий.,TfIdf
3463,18812.0,1.0,Начальник отдела автоматизации рабочих мест,6.011,Администратор баз данных,Обеспечение информационной безопасности на уровне БД Разработка регламентов и аудит системы безопасности данных Разрабатывать комплекс организационно-технических мероприятий по обеспечению безопасности данных на уровне БД,skills,0.08925043443209679,Участие в разработке технических заданий.,TfIdf
3364,18812.0,1.0,Начальник отдела автоматизации рабочих мест,6.011,Администратор баз данных,Обеспечение информационной безопасности на уровне БД Разработка регламентов и аудит системы безопасности данных Разработка методик аудита системы безопасности данных на уровне БД,activities,0.08596147603195255,Участие в разработке технических заданий.,TfIdf
3565,27025.0,1.0,Администратор Баз Данных Oracle,6.011,Администратор баз данных,"Управление развитием БД Контроль обновления версий БД Способы и технологии обновления БД, а также механизмы контроля обновления БД",knowledge,0.36456016361739446,"Автоматизация процессов, установка обновлений операционной системы и критических обновлений для ПО Oracle",TfIdf
3374,27025.0,1.0,Администратор Баз Данных Oracle,6.011,Администратор баз данных,Управление развитием БД Разработка регламентов обновления версий программного обеспечения БД Разработка и описание типовых процессов по обновлению версий БД,activities,0.3138537617152304,"Автоматизация процессов, установка обновлений операционной системы и критических обновлений для ПО Oracle",TfIdf
3382,27025.0,1.0,Администратор Баз Данных Oracle,6.011,Администратор баз данных,"Управление развитием БД Контроль обновления версий БД Планирование, проведение и анализ результатов проверки функционирования БД после обновления",activities,0.30760964296298005,"Автоматизация процессов, установка обновлений операционной системы и критических обновлений для ПО Oracle",TfIdf
3375,27025.0,1.0,Администратор Баз Данных Oracle,6.011,Администратор баз данных,Управление развитием БД Разработка регламентов обновления версий программного обеспечения БД Подготовка регламентирующих документов по обновлению версий БД,activities,0.28367678089989146,"Автоматизация процессов, установка обновлений операционной системы и критических обновлений для ПО Oracle",TfIdf
3479,27025.0,1.0,Администратор Баз Данных Oracle,6.011,Администратор баз данных,Управление развитием БД Контроль обновления версий БД Контролировать успешность выполнения работ по обновлению версии БД,skills,0.28328100755920216,"Автоматизация процессов, установка обновлений операционной системы и критических обновлений для ПО Oracle",TfIdf
3285,29289.0,1.0,Администратор базы данных (Отдел эксплуатации баз данных),6.011,Администратор баз данных,Обеспечение функционирования БД Установка и настройка ПО для администрирования БД Настройка ПО для обеспечения работы администраторов с БД,activities,0.3707460121489179,"Знания ОС Linux, достаточные для настройки и сопровождения БД;",TfIdf
3495,29289.0,1.0,Администратор базы данных (Отдел эксплуатации баз данных),6.011,Администратор баз данных,Обеспечение функционирования БД Установка и настройка ПО для администрирования БД Специальные знания по работе с установленной БД,knowledge,0.36340018157478676,"Знания ОС Linux, достаточные для настройки и сопровождения БД;",TfIdf
3286,29289.0,1.0,Администратор базы данных (Отдел эксплуатации баз данных),6.011,Администратор баз данных,Обеспечение функционирования БД Установка и настройка ПО для администрирования БД Контроль результатов настройки ПО для обеспечения работы администраторов с БД,activities,0.35677906964625733,"Знания ОС Linux, достаточные для настройки и сопровождения БД;",TfIdf
2952,29289.0,1.0,Администратор базы данных (Отдел эксплуатации баз данных),6.011,Администратор баз данных,Обеспечение функционирования БД Установка и настройка ПО для администрирования БД Младший администратор БД,posts,0.3248257299173404,"Знания ОС Linux, достаточные для настройки и сопровождения БД;",TfIdf
3282,29289.0,1.0,Администратор базы данных (Отдел эксплуатации баз данных),6.011,Администратор баз данных,Обеспечение функционирования БД Установка и настройка программного обеспечения (ПО) для обеспечения работы пользователей с БД Настройка ПО для поддержки работы пользователей с БД,activities,0.32419126087988215,"Знания ОС Linux, достаточные для настройки и сопровождения БД;",TfIdf
3342,19742.0,1.0,Администратор СУБД DB2,6.011,Администратор баз данных,Предотвращение потерь и повреждений данных Прогнозирование и оценка рисков сбоев в работе БД Поиск информации о сбоях и действиях по их устранению в различных источниках (в том числе в Интернете),activities,0.3134246701112039,"Анализ, локализация и устранение отказов и сбоев в работе СУБД DB2:  Прогнозирование узких мест производительности и принятие превентивных действий по их устранению;",TfIdf
3535,19742.0,1.0,Администратор СУБД DB2,6.011,Администратор баз данных,"Предотвращение потерь и повреждений данных Прогнозирование и оценка рисков сбоев в работе БД Принципы функционирования программного обеспечения БД, типы сбоев в работе БД, методы устранения сбоев",knowledge,0.275542547064429,"Анализ, локализация и устранение отказов и сбоев в работе СУБД DB2:  Прогнозирование узких мест производительности и принятие превентивных действий по их устранению;",TfIdf
3329,19742.0,1.0,Администратор СУБД DB2,6.011,Администратор баз данных,Предотвращение потерь и повреждений данных Анализ сбоев в работе БД и выявление их причин Взаимодействие со службами технической поддержки БД и поставщиков компонентов вычислительного комплекса с целью локализации и устранения сбоев,activities,0.269617503562298,"Анализ, локализация и устранение отказов и сбоев в работе СУБД DB2:  Прогнозирование узких мест производительности и принятие превентивных действий по их устранению;",TfIdf
3526,19742.0,1.0,Администратор СУБД DB2,6.011,Администратор баз данных,"Предотвращение потерь и повреждений данных Анализ сбоев в работе БД и выявление их причин Типы сбоев и способы их устранения или обхода, полученные из опыта работы",knowledge,0.23605357859277643,"Анализ, локализация и устранение отказов и сбоев в работе СУБД DB2:  Прогнозирование узких мест производительности и принятие превентивных действий по их устранению;",TfIdf
3343,19742.0,1.0,Администратор СУБД DB2,6.011,Администратор баз данных,Предотвращение потерь и повреждений данных Прогнозирование и оценка рисков сбоев в работе БД Прогнозирование и оценка рисков сбоев в работе БД,activities,0.2327663510650542,"Анализ, локализация и устранение отказов и сбоев в работе СУБД DB2:  Прогнозирование узких мест производительности и принятие превентивных действий по их устранению;",TfIdf
2940,12787.0,1.0,Администратор распределенных in memory баз данных,6.011,Администратор баз данных,Обеспечение функционирования БД Резервное копирование БД Младший администратор БД,posts,0.0,Желание расти и обучаться.,TfIdf
3364,12787.0,1.0,Администратор распределенных in memory баз данных,6.011,Администратор баз данных,Обеспечение информационной безопасности на уровне БД Разработка регламентов и аудит системы безопасности данных Разработка методик аудита системы безопасности данных на уровне БД,activities,0.0,Желание расти и обучаться.,TfIdf
3357,12787.0,1.0,Администратор распределенных in memory баз данных,6.011,Администратор баз данных,Обеспечение информационной безопасности на уровне БД Разработка политики информационной безопасности на уровне БД Выбор основных средств поддержки информационной безопасности на уровне БД,activities,0.0,Желание расти и обучаться.,TfIdf
3358,12787.0,1.0,Администратор распределенных in memory баз данных,6.011,Администратор баз данных,"Обеспечение информационной безопасности на уровне БД Контроль соблюдения регламентов по обеспечению безопасности на уровне БД Выявление действий, нарушающих регламент обеспечения безопасности на уровне БД",activities,0.0,Желание расти и обучаться.,TfIdf
3359,12787.0,1.0,Администратор распределенных in memory баз данных,6.011,Администратор баз данных,Обеспечение информационной безопасности на уровне БД Контроль соблюдения регламентов по обеспечению безопасности на уровне БД Корректировка действий при отклонении от регламента обеспечения безопасности на уровне БД,activities,0.0,Желание расти и обучаться.,TfIdf
3299,26130.0,1.0,Администратор баз данных,6.011,Администратор баз данных,Оптимизация функционирования БД Оптимизация производительности БД Анализ возможностей по управлению оптимизацией производительности БД,activities,0.3284869202839191,"Анализ производительности запросов и их оптимизация (план выполнения, индексирование, SQL Profiler)",TfIdf
3305,26130.0,1.0,Администратор баз данных,6.011,Администратор баз данных,Оптимизация функционирования БД Оптимизация выполнения запросов к БД Выбор критериев оптимизации выполнения запросов к БД,activities,0.32568435010205127,"Анализ производительности запросов и их оптимизация (план выполнения, индексирование, SQL Profiler)",TfIdf
3413,26130.0,1.0,Администратор баз данных,6.011,Администратор баз данных,Оптимизация функционирования БД Оптимизация выполнения запросов к БД Применять языки и системы программирования БД для оптимизации выполнения запросов,skills,0.3243221282098036,"Анализ производительности запросов и их оптимизация (план выполнения, индексирование, SQL Profiler)",TfIdf
3510,26130.0,1.0,Администратор баз данных,6.011,Администратор баз данных,Оптимизация функционирования БД Оптимизация выполнения запросов к БД Основы статистического анализа,knowledge,0.3152116340243135,"Анализ производительности запросов и их оптимизация (план выполнения, индексирование, SQL Profiler)",TfIdf
3306,26130.0,1.0,Администратор баз данных,6.011,Администратор баз данных,Оптимизация функционирования БД Оптимизация выполнения запросов к БД Оптимизация выполнения статистически значимых запросов к БД,activities,0.3069977336849321,"Анализ производительности запросов и их оптимизация (план выполнения, индексирование, SQL Profiler)",TfIdf
3488,13544.0,1.0,Oracle DBA / Администратор СУБД Oracle,6.011,Администратор баз данных,Обеспечение функционирования БД Управление доступом к БД Основы управления учетными записями пользователей,knowledge,0.28370965920122704,Управление документацией,TfIdf
3393,13544.0,1.0,Oracle DBA / Администратор СУБД Oracle,6.011,Администратор баз данных,Обеспечение функционирования БД Управление доступом к БД Применять специальные процедуры управления правами доступа пользователей,skills,0.25126023079285564,Управление документацией,TfIdf
3569,13544.0,1.0,Oracle DBA / Администратор СУБД Oracle,6.011,Администратор баз данных,Управление развитием БД Планирование организационной структуры подразделения и развития кадрового потенциала Менеджмент и управление в информационных технологиях,knowledge,0.2379723795977044,Управление документацией,TfIdf
3307,13544.0,1.0,Oracle DBA / Администратор СУБД Oracle,6.011,Администратор баз данных,"Оптимизация функционирования БД Оптимизация управления жизненным циклом данных, хранящихся в БД Управление распределением данных в памяти",activities,0.22007138658200925,Управление документацией,TfIdf
3415,13544.0,1.0,Oracle DBA / Администратор СУБД Oracle,6.011,Администратор баз данных,"Оптимизация функционирования БД Оптимизация управления жизненным циклом данных, хранящихся в БД Настраивать системы управления распределением данных в памяти",skills,0.21048608133568422,Управление документацией,TfIdf
3565,5137.0,1.0,Администратор Oracle WebLogic,6.011,Администратор баз данных,"Управление развитием БД Контроль обновления версий БД Способы и технологии обновления БД, а также механизмы контроля обновления БД",knowledge,0.158274308240127,Участие в установке обновлений Oracle WebLogic на продуктивную среду в рамках отведенного времени;,TfIdf
3382,5137.0,1.0,Администратор Oracle WebLogic,6.011,Администратор баз данных,"Управление развитием БД Контроль обновления версий БД Планирование, проведение и анализ результатов проверки функционирования БД после обновления",activities,0.13354915952653224,Участие в установке обновлений Oracle WebLogic на продуктивную среду в рамках отведенного времени;,TfIdf
3375,5137.0,1.0,Администратор Oracle WebLogic,6.011,Администратор баз данных,Управление развитием БД Разработка регламентов обновления версий программного обеспечения БД Подготовка регламентирующих документов по обновлению версий БД,activities,0.1231586737706141,Участие в установке обновлений Oracle WebLogic на продуктивную среду в рамках отведенного времени;,TfIdf
3479,5137.0,1.0,Администратор Oracle WebLogic,6.011,Администратор баз данных,Управление развитием БД Контроль обновления версий БД Контролировать успешность выполнения работ по обновлению версии БД,skills,0.1229868482176082,Участие в установке обновлений Oracle WebLogic на продуктивную среду в рамках отведенного времени;,TfIdf
3374,5137.0,1.0,Администратор Oracle WebLogic,6.011,Администратор баз данных,Управление развитием БД Разработка регламентов обновления версий программного обеспечения БД Разработка и описание типовых процессов по обновлению версий БД,activities,0.12153330535475064,Участие в установке обновлений Oracle WebLogic на продуктивную среду в рамках отведенного времени;,TfIdf
3461,31378.0,1.0,Администратор баз данных,6.011,Администратор баз данных,Обеспечение информационной безопасности на уровне БД Оптимизация работы систем безопасности с целью уменьшения нагрузки на работу БД Оценивать степень нагрузки различных инструментов обеспечения безопасности на производительность БД,skills,0.22486486192402091,Навыки в области мониторинга производительности SQL серверов под нагрузкой и выявление проблемных мест;,TfIdf
3550,31378.0,1.0,Администратор баз данных,6.011,Администратор баз данных,"Обеспечение информационной безопасности на уровне БД Оптимизация работы систем безопасности с целью уменьшения нагрузки на работу БД Характеристики различных систем обеспечения безопасности, влияющие на производительность БД",knowledge,0.1514048172727942,Навыки в области мониторинга производительности SQL серверов под нагрузкой и выявление проблемных мест;,TfIdf
3362,31378.0,1.0,Администратор баз данных,6.011,Администратор баз данных,Обеспечение информационной безопасности на уровне БД Оптимизация работы систем безопасности с целью уменьшения нагрузки на работу БД Выбор наиболее эффективных путей снижения нагрузки при обеспечении заданного уровня безопасности данных на уровне БД,activities,0.1493874670125356,Навыки в области мониторинга производительности SQL серверов под нагрузкой и выявление проблемных мест;,TfIdf
3299,31378.0,1.0,Администратор баз данных,6.011,Администратор баз данных,Оптимизация функционирования БД Оптимизация производительности БД Анализ возможностей по управлению оптимизацией производительности БД,activities,0.14532361645518577,Навыки в области мониторинга производительности SQL серверов под нагрузкой и выявление проблемных мест;,TfIdf
3361,31378.0,1.0,Администратор баз данных,6.011,Администратор баз данных,Обеспечение информационной безопасности на уровне БД Оптимизация работы систем безопасности с целью уменьшения нагрузки на работу БД Определение возможностей оптимизации работы систем безопасности с целью уменьшения нагрузки на работу БД,activities,0.14466331811293784,Навыки в области мониторинга производительности SQL серверов под нагрузкой и выявление проблемных мест;,TfIdf
3275,26047.0,1.0,Администратор БД Oracle,6.011,Администратор баз данных,Обеспечение функционирования БД Восстановление БД Запуск процедуры восстановления БД,activities,0.18189051674883192,"Конфигурирование и поддержка процедур и механизмов репликации БД (Oracle Standby, Oracle Data Guard, RMAN Duplicate)",TfIdf
3276,26047.0,1.0,Администратор БД Oracle,6.011,Администратор баз данных,Обеспечение функционирования БД Восстановление БД Мониторинг выполнения процедуры восстановления БД,activities,0.1812676984962139,"Конфигурирование и поддержка процедур и механизмов репликации БД (Oracle Standby, Oracle Data Guard, RMAN Duplicate)",TfIdf
3277,26047.0,1.0,Администратор БД Oracle,6.011,Администратор баз данных,Обеспечение функционирования БД Восстановление БД Контроль завершения процедуры восстановления БД,activities,0.17575291469766785,"Конфигурирование и поддержка процедур и механизмов репликации БД (Oracle Standby, Oracle Data Guard, RMAN Duplicate)",TfIdf
3395,26047.0,1.0,Администратор БД Oracle,6.011,Администратор баз данных,Обеспечение функционирования БД Установка и настройка программного обеспечения (ПО) для обеспечения работы пользователей с БД Применять специальные процедуры установки ПО для поддержки работы пользователей с БД,skills,0.17194412503398454,"Конфигурирование и поддержка процедур и механизмов репликации БД (Oracle Standby, Oracle Data Guard, RMAN Duplicate)",TfIdf
3565,26047.0,1.0,Администратор БД Oracle,6.011,Администратор баз данных,"Управление развитием БД Контроль обновления версий БД Способы и технологии обновления БД, а также механизмы контроля обновления БД",knowledge,0.17013289068423623,"Конфигурирование и поддержка процедур и механизмов репликации БД (Oracle Standby, Oracle Data Guard, RMAN Duplicate)",TfIdf
3471,26129.0,1.0,Администратор баз данных,6.011,Администратор баз данных,Управление развитием БД Разработка регламентов обновления версий программного обеспечения БД Разрабатывать и описывать бизнес-процессы,skills,0.19529020068083505,Автоматизация учета и бизнес-процессов,TfIdf
3560,26129.0,1.0,Администратор баз данных,6.011,Администратор баз данных,Управление развитием БД Разработка регламентов обновления версий программного обеспечения БД Принципы построения бизнес-процессов и алгоритмов работы,knowledge,0.19370259279257027,Автоматизация учета и бизнес-процессов,TfIdf
3291,26129.0,1.0,Администратор баз данных,6.011,Администратор баз данных,"Обеспечение функционирования БД Протоколирование событий, возникающих в процессе работы БД Ведение журнала учета отклонений от штатной работы БД",activities,0.17210625463732532,Автоматизация учета и бизнес-процессов,TfIdf
3473,26129.0,1.0,Администратор баз данных,6.011,Администратор баз данных,Управление развитием БД Разработка регламентов по миграции БД на новые платформы и новые версии ПО Разрабатывать и описывать бизнес-процессы,skills,0.16364872781675832,Автоматизация учета и бизнес-процессов,TfIdf
3562,26129.0,1.0,Администратор баз данных,6.011,Администратор баз данных,Управление развитием БД Разработка регламентов по миграции БД на новые платформы и новые версии ПО Принципы построения бизнес-процессов и алгоритмов работы,knowledge,0.16271113107212623,Автоматизация учета и бизнес-процессов,TfIdf
2940,15811.0,1.0,Администратор баз данных,6.011,Администратор баз данных,Обеспечение функционирования БД Резервное копирование БД Младший администратор БД,posts,0.0,"Clustering, Mirroring, AlwaysOn.",TfIdf
3364,15811.0,1.0,Администратор баз данных,6.011,Администратор баз данных,Обеспечение информационной безопасности на уровне БД Разработка регламентов и аудит системы безопасности данных Разработка методик аудита системы безопасности данных на уровне БД,activities,0.0,"Clustering, Mirroring, AlwaysOn.",TfIdf
3357,15811.0,1.0,Администратор баз данных,6.011,Администратор баз данных,Обеспечение информационной безопасности на уровне БД Разработка политики информационной безопасности на уровне БД Выбор основных средств поддержки информационной безопасности на уровне БД,activities,0.0,"Clustering, Mirroring, AlwaysOn.",TfIdf
3358,15811.0,1.0,Администратор баз данных,6.011,Администратор баз данных,"Обеспечение информационной безопасности на уровне БД Контроль соблюдения регламентов по обеспечению безопасности на уровне БД Выявление действий, нарушающих регламент обеспечения безопасности на уровне БД",activities,0.0,"Clustering, Mirroring, AlwaysOn.",TfIdf
3359,15811.0,1.0,Администратор баз данных,6.011,Администратор баз данных,Обеспечение информационной безопасности на уровне БД Контроль соблюдения регламентов по обеспечению безопасности на уровне БД Корректировка действий при отклонении от регламента обеспечения безопасности на уровне БД,activities,0.0,"Clustering, Mirroring, AlwaysOn.",TfIdf
3299,11886.0,1.0,Главный администратор СУБД отдела поддержки баз данных розничных систем,6.011,Администратор баз данных,Оптимизация функционирования БД Оптимизация производительности БД Анализ возможностей по управлению оптимизацией производительности БД,activities,0.4555051610035127,"Анализ производительности СУБД, принятие мер и выработка рекомендаций по оптимизации производительности;",TfIdf
3300,11886.0,1.0,Главный администратор СУБД отдела поддержки баз данных розничных систем,6.011,Администратор баз данных,Оптимизация функционирования БД Оптимизация производительности БД Выбор критериев оптимизации производительности БД,activities,0.4166047787768109,"Анализ производительности СУБД, принятие мер и выработка рекомендаций по оптимизации производительности;",TfIdf
3409,11886.0,1.0,Главный администратор СУБД отдела поддержки баз данных розничных систем,6.011,Администратор баз данных,Оптимизация функционирования БД Оптимизация производительности БД Применять методы оптимизации производительности БД и контролировать полученные результаты,skills,0.39501297704418525,"Анализ производительности СУБД, принятие мер и выработка рекомендаций по оптимизации производительности;",TfIdf
2971,11886.0,1.0,Главный администратор СУБД отдела поддержки баз данных розничных систем,6.011,Администратор баз данных,Оптимизация функционирования БД Оптимизация производительности БД Специалист,posts,0.36014069285999206,"Анализ производительности СУБД, принятие мер и выработка рекомендаций по оптимизации производительности;",TfIdf
2970,11886.0,1.0,Главный администратор СУБД отдела поддержки баз данных розничных систем,6.011,Администратор баз данных,Оптимизация функционирования БД Оптимизация производительности БД Системный администратор,posts,0.3425010886273192,"Анализ производительности СУБД, принятие мер и выработка рекомендаций по оптимизации производительности;",TfIdf
3438,6710.0,1.0,Администратор баз данных,6.011,Администратор баз данных,"Предотвращение потерь и повреждений данных Мониторинг работы программно-аппаратного обеспечения БД Выбирать способ действия в изменяющихся условиях рабочей ситуации; контролировать, оценивать и корректировать свои действия",skills,0.23933217437547952,Мониторинг и проактивные действия связанные с доступностью баз данных;,TfIdf
