function_id,text,id,part_type_id,ind
338,Высшее образование - программы бакалавриата,5394,2,5402
338,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5395,2,5403
339,Высшее образование - программы бакалавриата,5396,2,5404
339,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5397,2,5405
340,Высшее образование - программы бакалавриата,5398,2,5406
340,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5399,2,5407
341,Высшее образование - программы бакалавриата,5400,2,5408
341,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5401,2,5409
342,Высшее образование - программы бакалавриата,5402,2,5410
342,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5403,2,5411
343,Высшее образование - программы бакалавриата,5404,2,5412
343,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5405,2,5413
344,Высшее образование - программы бакалавриата,5406,2,5414
344,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5407,2,5415
345,Высшее образование - программы бакалавриата,5408,2,5416
345,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5409,2,5417
346,Высшее образование - программы бакалавриата,5410,2,5418
346,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5411,2,5419
347,Высшее образование - программы бакалавриата,5412,2,5420
347,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5413,2,5421
348,Высшее образование - программы бакалавриата,5414,2,5422
348,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5415,2,5423
349,Высшее образование - программы бакалавриата,5416,2,5424
349,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5417,2,5425
350,Высшее образование - программы бакалавриата,5418,2,5426
350,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5419,2,5427
351,Высшее образование - программы бакалавриата,5420,2,5428
351,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5421,2,5429
352,Высшее образование - программы бакалавриата,5422,2,5430
352,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5423,2,5431
353,Высшее образование - программы бакалавриата,5424,2,5432
353,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5425,2,5433
354,Высшее образование - программы бакалавриата,5426,2,5434
354,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5427,2,5435
355,Высшее образование - программы бакалавриата,5428,2,5436
355,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5429,2,5437
356,Высшее образование - программы бакалавриата,5430,2,5438
356,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5431,2,5439
357,Высшее образование - программы бакалавриата,5432,2,5440
357,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5433,2,5441
358,Высшее образование - программы бакалавриата,5434,2,5442
358,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5435,2,5443
359,Высшее образование - программы бакалавриата,5436,2,5444
359,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5437,2,5445
360,Высшее образование - программы бакалавриата,5438,2,5446
360,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5439,2,5447
361,Высшее образование - программы бакалавриата,5440,2,5448
361,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5441,2,5449
362,Высшее образование - программы бакалавриата,5442,2,5450
362,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5443,2,5451
363,Высшее образование - программы бакалавриата,5444,2,5452
363,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5445,2,5453
364,Высшее образование - программы бакалавриата,5446,2,5454
364,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5447,2,5455
365,Высшее образование - программы бакалавриата,5448,2,5456
365,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5449,2,5457
366,Высшее образование - программы бакалавриата,5450,2,5458
366,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5451,2,5459
367,Высшее образование - программы бакалавриата,5452,2,5460
367,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5453,2,5461
368,Высшее образование - программы бакалавриата,5454,2,5462
368,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5455,2,5463
369,Высшее образование - программы бакалавриата,5456,2,5464
369,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5457,2,5465
370,Высшее образование - программы бакалавриата,5458,2,5466
370,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5459,2,5467
371,Высшее образование - программы бакалавриата,5460,2,5468
371,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5461,2,5469
372,Высшее образование - программы бакалавриата,5462,2,5470
372,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5463,2,5471
373,Высшее образование - программы бакалавриата,5464,2,5472
373,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5465,2,5473
374,Высшее образование - программы бакалавриата,5466,2,5474
374,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5467,2,5475
375,Высшее образование - программы бакалавриата,5468,2,5476
375,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5469,2,5477
376,Высшее образование - программы бакалавриата,5470,2,5478
376,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5471,2,5479
377,Высшее образование - программы бакалавриата,5472,2,5480
377,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5473,2,5481
378,Высшее образование - программы бакалавриата,5474,2,5482
378,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5475,2,5483
379,Высшее образование - программы бакалавриата,5476,2,5484
379,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5477,2,5485
380,Высшее образование - программы бакалавриата,5478,2,5486
380,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5479,2,5487
381,Высшее образование - программы бакалавриата,5480,2,5488
381,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5481,2,5489
382,Высшее образование - программы бакалавриата,5482,2,5490
382,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5483,2,5491
383,Высшее образование - программы бакалавриата,5484,2,5492
383,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5485,2,5493
384,Высшее образование - программы бакалавриата,5486,2,5494
384,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5487,2,5495
385,Высшее образование - программы бакалавриата,5488,2,5496
385,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5489,2,5497
386,Высшее образование - программы бакалавриата,5490,2,5498
386,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5491,2,5499
387,Высшее образование - программы бакалавриата,5492,2,5500
387,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5493,2,5501
388,Высшее образование - программы бакалавриата,5494,2,5502
388,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5495,2,5503
389,Высшее образование - программы бакалавриата,5496,2,5504
389,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5497,2,5505
390,Высшее образование - программы бакалавриата,5498,2,5506
390,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5499,2,5507
391,Высшее образование - программы бакалавриата,5500,2,5508
391,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5501,2,5509
392,Высшее образование - программы бакалавриата,5502,2,5510
392,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5503,2,5511
393,Высшее образование - программы бакалавриата,5504,2,5512
393,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5505,2,5513
394,Высшее образование - программы бакалавриата,5506,2,5514
394,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5507,2,5515
395,Высшее образование - программы бакалавриата,5508,2,5516
395,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5509,2,5517
396,Высшее образование - программы бакалавриата,5510,2,5518
396,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5511,2,5519
397,Высшее образование - программы бакалавриата,5512,2,5520
397,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5513,2,5521
398,"Высшее образование - специалитет, магистратура",5514,2,5522
398,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5515,2,5523
399,"Высшее образование - специалитет, магистратура",5516,2,5524
399,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5517,2,5525
400,"Высшее образование - специалитет, магистратура",5518,2,5526
400,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5519,2,5527
401,"Высшее образование - специалитет, магистратура",5520,2,5528
401,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5521,2,5529
402,"Высшее образование - специалитет, магистратура",5522,2,5530
402,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5523,2,5531
403,"Высшее образование - специалитет, магистратура",5524,2,5532
403,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5525,2,5533
404,"Высшее образование - специалитет, магистратура",5526,2,5534
404,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5527,2,5535
405,"Высшее образование - специалитет, магистратура",5528,2,5536
405,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5529,2,5537
406,"Высшее образование - специалитет, магистратура",5530,2,5538
406,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5531,2,5539
407,"Высшее образование - специалитет, магистратура",5532,2,5540
407,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5533,2,5541
408,"Высшее образование - специалитет, магистратура",5534,2,5542
408,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5535,2,5543
409,"Высшее образование - специалитет, магистратура",5536,2,5544
409,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5537,2,5545
410,"Высшее образование - специалитет, магистратура",5538,2,5546
410,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5539,2,5547
411,"Высшее образование - специалитет, магистратура",5540,2,5548
411,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5541,2,5549
412,"Высшее образование - специалитет, магистратура",5542,2,5550
412,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5543,2,5551
413,"Высшее образование - специалитет, магистратура",5544,2,5552
413,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5545,2,5553
414,"Высшее образование - специалитет, магистратура",5546,2,5554
414,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5547,2,5555
415,"Высшее образование - специалитет, магистратура",5548,2,5556
415,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5549,2,5557
416,"Высшее образование - специалитет, магистратура",5550,2,5558
416,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5551,2,5559
417,"Высшее образование - специалитет, магистратура",5552,2,5560
417,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5553,2,5561
418,"Высшее образование - специалитет, магистратура",5554,2,5562
418,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5555,2,5563
419,"Высшее образование - специалитет, магистратура",5556,2,5564
419,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5557,2,5565
420,"Высшее образование - специалитет, магистратура",5558,2,5566
420,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5559,2,5567
421,"Высшее образование - специалитет, магистратура",5560,2,5568
421,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5561,2,5569
422,"Высшее образование - специалитет, магистратура",5562,2,5570
422,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5563,2,5571
423,"Высшее образование - специалитет, магистратура",5564,2,5572
423,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5565,2,5573
424,"Высшее образование - специалитет, магистратура",5566,2,5574
424,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5567,2,5575
425,"Высшее образование - специалитет, магистратура",5568,2,5576
425,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5569,2,5577
426,"Высшее образование - специалитет, магистратура",5570,2,5578
426,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5571,2,5579
427,"Высшее образование - специалитет, магистратура",5572,2,5580
427,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5573,2,5581
428,"Высшее образование - специалитет, магистратура",5574,2,5582
428,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5575,2,5583
429,"Высшее образование - специалитет, магистратура",5576,2,5584
429,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5577,2,5585
430,"Высшее образование - специалитет, магистратура",5578,2,5586
430,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5579,2,5587
431,"Высшее образование - специалитет, магистратура",5580,2,5588
431,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5581,2,5589
432,"Высшее образование - специалитет, магистратура",5582,2,5590
432,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5583,2,5591
433,"Высшее образование - специалитет, магистратура",5584,2,5592
433,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5585,2,5593
434,"Высшее образование - специалитет, магистратура",5586,2,5594
434,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5587,2,5595
435,"Высшее образование - специалитет, магистратура",5588,2,5596
435,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5589,2,5597
436,"Высшее образование - специалитет, магистратура",5590,2,5598
436,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5591,2,5599
437,"Высшее образование - специалитет, магистратура",5592,2,5600
437,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5593,2,5601
438,"Высшее образование - специалитет, магистратура",5594,2,5602
438,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5595,2,5603
439,"Высшее образование - специалитет, магистратура",5596,2,5604
439,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5597,2,5605
440,"Высшее образование - специалитет, магистратура",5598,2,5606
440,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5599,2,5607
441,"Высшее образование - специалитет, магистратура",5600,2,5608
441,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5601,2,5609
442,"Высшее образование - специалитет, магистратура",5602,2,5610
442,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5603,2,5611
443,"Высшее образование - специалитет, магистратура",5604,2,5612
443,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5605,2,5613
444,"Высшее образование - специалитет, магистратура",5606,2,5614
444,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5607,2,5615
445,"Высшее образование - специалитет, магистратура",5608,2,5616
445,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5609,2,5617
446,"Высшее образование - специалитет, магистратура",5610,2,5618
446,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5611,2,5619
447,"Высшее образование - специалитет, магистратура",5612,2,5620
447,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5613,2,5621
448,"Высшее образование - специалитет, магистратура",5614,2,5622
448,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5615,2,5623
449,"Высшее образование - специалитет, магистратура",5616,2,5624
449,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5617,2,5625
450,"Высшее образование - специалитет, магистратура",5618,2,5626
450,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5619,2,5627
451,"Высшее образование - специалитет, магистратура",5620,2,5628
451,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5621,2,5629
452,"Высшее образование - специалитет, магистратура",5622,2,5630
452,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5623,2,5631
453,"Высшее образование - специалитет, магистратура",5624,2,5632
453,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5625,2,5633
454,"Высшее образование - специалитет, магистратура",5626,2,5634
454,"Повышение квалификации по программам обучения, рекомендованным производителем ИС",5627,2,5635
285,-,5628,3,5636
286,-,5629,3,5637
287,-,5630,3,5638
288,-,5631,3,5639
289,-,5632,3,5640
290,-,5633,3,5641
291,-,5634,3,5642
292,-,5635,3,5643
293,-,5636,3,5644
294,-,5637,3,5645
295,-,5638,3,5646
296,-,5639,3,5647
297,-,5640,3,5648
298,-,5641,3,5649
299,-,5642,3,5650
300,-,5643,3,5651
301,-,5644,3,5652
302,-,5645,3,5653
303,-,5646,3,5654
304,-,5647,3,5655
305,-,5648,3,5656
306,Не менее полугода на предыдущем квалификационном уровне,5649,3,5657
307,Не менее полугода на предыдущем квалификационном уровне,5650,3,5658
308,Не менее полугода на предыдущем квалификационном уровне,5651,3,5659
309,Не менее полугода на предыдущем квалификационном уровне,5652,3,5660
310,Не менее полугода на предыдущем квалификационном уровне,5653,3,5661
311,Не менее полугода на предыдущем квалификационном уровне,5654,3,5662
312,Не менее полугода на предыдущем квалификационном уровне,5655,3,5663
313,Не менее полугода на предыдущем квалификационном уровне,5656,3,5664
314,Не менее полугода на предыдущем квалификационном уровне,5657,3,5665
315,Не менее полугода на предыдущем квалификационном уровне,5658,3,5666
316,Не менее полугода на предыдущем квалификационном уровне,5659,3,5667
317,Не менее полугода на предыдущем квалификационном уровне,5660,3,5668
318,Не менее полугода на предыдущем квалификационном уровне,5661,3,5669
319,Не менее полугода на предыдущем квалификационном уровне,5662,3,5670
320,Не менее полугода на предыдущем квалификационном уровне,5663,3,5671
321,Не менее полугода на предыдущем квалификационном уровне,5664,3,5672
322,Не менее полугода на предыдущем квалификационном уровне,5665,3,5673
323,Не менее полугода на предыдущем квалификационном уровне,5666,3,5674
324,Не менее полугода на предыдущем квалификационном уровне,5667,3,5675
325,Не менее полугода на предыдущем квалификационном уровне,5668,3,5676
326,Не менее полугода на предыдущем квалификационном уровне,5669,3,5677
327,Не менее полугода на предыдущем квалификационном уровне,5670,3,5678
328,Не менее полугода на предыдущем квалификационном уровне,5671,3,5679
329,Не менее полугода на предыдущем квалификационном уровне,5672,3,5680
330,Не менее полугода на предыдущем квалификационном уровне,5673,3,5681
331,Не менее полугода на предыдущем квалификационном уровне,5674,3,5682
332,Не менее полугода на предыдущем квалификационном уровне,5675,3,5683
333,Не менее полугода на предыдущем квалификационном уровне,5676,3,5684
334,Не менее полугода на предыдущем квалификационном уровне,5677,3,5685
335,Не менее полугода на предыдущем квалификационном уровне,5678,3,5686
336,Не менее полугода на предыдущем квалификационном уровне,5679,3,5687
337,Не менее полугода на предыдущем квалификационном уровне,5680,3,5688
338,Не менее полугода на предыдущем квалификационном уровне,5681,3,5689
339,Не менее полугода на предыдущем квалификационном уровне,5682,3,5690
340,Не менее полугода на предыдущем квалификационном уровне,5683,3,5691
341,Не менее полугода на предыдущем квалификационном уровне,5684,3,5692
342,Не менее полутора лет на предыдущем квалификационном уровне,5685,3,5693
343,Не менее полутора лет на предыдущем квалификационном уровне,5686,3,5694
344,Не менее полутора лет на предыдущем квалификационном уровне,5687,3,5695
345,Не менее полутора лет на предыдущем квалификационном уровне,5688,3,5696
346,Не менее полутора лет на предыдущем квалификационном уровне,5689,3,5697
347,Не менее полутора лет на предыдущем квалификационном уровне,5690,3,5698
348,Не менее полутора лет на предыдущем квалификационном уровне,5691,3,5699
349,Не менее полутора лет на предыдущем квалификационном уровне,5692,3,5700
350,Не менее полутора лет на предыдущем квалификационном уровне,5693,3,5701
351,Не менее полутора лет на предыдущем квалификационном уровне,5694,3,5702
352,Не менее полутора лет на предыдущем квалификационном уровне,5695,3,5703
353,Не менее полутора лет на предыдущем квалификационном уровне,5696,3,5704
354,Не менее полутора лет на предыдущем квалификационном уровне,5697,3,5705
355,Не менее полутора лет на предыдущем квалификационном уровне,5698,3,5706
356,Не менее полутора лет на предыдущем квалификационном уровне,5699,3,5707
357,Не менее полутора лет на предыдущем квалификационном уровне,5700,3,5708
358,Не менее полутора лет на предыдущем квалификационном уровне,5701,3,5709
359,Не менее полутора лет на предыдущем квалификационном уровне,5702,3,5710
360,Не менее полутора лет на предыдущем квалификационном уровне,5703,3,5711
361,Не менее полутора лет на предыдущем квалификационном уровне,5704,3,5712
362,Не менее полутора лет на предыдущем квалификационном уровне,5705,3,5713
363,Не менее полутора лет на предыдущем квалификационном уровне,5706,3,5714
364,Не менее полутора лет на предыдущем квалификационном уровне,5707,3,5715
365,Не менее полутора лет на предыдущем квалификационном уровне,5708,3,5716
366,Не менее полутора лет на предыдущем квалификационном уровне,5709,3,5717
367,Не менее полутора лет на предыдущем квалификационном уровне,5710,3,5718
368,Не менее полутора лет на предыдущем квалификационном уровне,5711,3,5719
369,Не менее полутора лет на предыдущем квалификационном уровне,5712,3,5720
370,Не менее полутора лет на предыдущем квалификационном уровне,5713,3,5721
371,Не менее полутора лет на предыдущем квалификационном уровне,5714,3,5722
372,Не менее полутора лет на предыдущем квалификационном уровне,5715,3,5723
373,Не менее полутора лет на предыдущем квалификационном уровне,5716,3,5724
374,Не менее полутора лет на предыдущем квалификационном уровне,5717,3,5725
375,Не менее полутора лет на предыдущем квалификационном уровне,5718,3,5726
376,Не менее полутора лет на предыдущем квалификационном уровне,5719,3,5727
377,Не менее полутора лет на предыдущем квалификационном уровне,5720,3,5728
378,Не менее полутора лет на предыдущем квалификационном уровне,5721,3,5729
379,Не менее полутора лет на предыдущем квалификационном уровне,5722,3,5730
380,Не менее полутора лет на предыдущем квалификационном уровне,5723,3,5731
381,Не менее полутора лет на предыдущем квалификационном уровне,5724,3,5732
382,Не менее полутора лет на предыдущем квалификационном уровне,5725,3,5733
383,Не менее полутора лет на предыдущем квалификационном уровне,5726,3,5734
384,Не менее полутора лет на предыдущем квалификационном уровне,5727,3,5735
385,Не менее полутора лет на предыдущем квалификационном уровне,5728,3,5736
386,Не менее полутора лет на предыдущем квалификационном уровне,5729,3,5737
387,Не менее полутора лет на предыдущем квалификационном уровне,5730,3,5738
388,Не менее полутора лет на предыдущем квалификационном уровне,5731,3,5739
389,Не менее полутора лет на предыдущем квалификационном уровне,5732,3,5740
390,Не менее полутора лет на предыдущем квалификационном уровне,5733,3,5741
391,Не менее полутора лет на предыдущем квалификационном уровне,5734,3,5742
392,Не менее полутора лет на предыдущем квалификационном уровне,5735,3,5743
393,Не менее полутора лет на предыдущем квалификационном уровне,5736,3,5744
394,Не менее полутора лет на предыдущем квалификационном уровне,5737,3,5745
395,Не менее полутора лет на предыдущем квалификационном уровне,5738,3,5746
396,Не менее полутора лет на предыдущем квалификационном уровне,5739,3,5747
397,Не менее полутора лет на предыдущем квалификационном уровне,5740,3,5748
398,Не менее полутора лет на предыдущем квалификационном уровне,5741,3,5749
399,Не менее полутора лет на предыдущем квалификационном уровне,5742,3,5750
400,Не менее полутора лет на предыдущем квалификационном уровне,5743,3,5751
401,Не менее полутора лет на предыдущем квалификационном уровне,5744,3,5752
402,Не менее полутора лет на предыдущем квалификационном уровне,5745,3,5753
403,Не менее полутора лет на предыдущем квалификационном уровне,5746,3,5754
404,Не менее полутора лет на предыдущем квалификационном уровне,5747,3,5755
405,Не менее полутора лет на предыдущем квалификационном уровне,5748,3,5756
406,Не менее полутора лет на предыдущем квалификационном уровне,5749,3,5757
407,Не менее полутора лет на предыдущем квалификационном уровне,5750,3,5758
