id,code,name,general_function_id,qualification_level
385,C/44.6,Организация заключения дополнительных соглашений к договорам,57,6
386,C/45.6,Закрытие договоров на выполняемые работы,57,6
387,C/46.6,Регистрация запросов заказчика,57,6
388,C/47.6,Организация заключения договоров сопровождения ИС,57,6
389,C/48.6,Обработка запросов заказчика по вопросам использования ИС,57,6
390,C/49.6,"Инициирование работ по реализации запросов, связанных с использованием ИС",57,6
391,C/50.6,Закрытие запросов заказчика,57,6
392,C/51.6,Определение порядка управления документацией,57,6
393,C/52.6,Организация согласования документации,57,6
394,C/53.6,Организация утверждения документации,57,6
395,C/54.6,Управление распространением документации,57,6
396,C/55.6,Командообразование и развитие персонала,57,6
397,C/56.6,Управление эффективностью работы персонала,57,6
398,D/01.7,Организационное и технологическое обеспечение определения первоначальных требований заказчика к ИС и возможности их реализации в ИС,58,7
399,D/02.7,Организационное и технологическое обеспечение инженерно-технической поддержки подготовки и согласования коммерческого предложения с заказчиком,58,7
400,D/03.7,Организационное и технологическое обеспечение планирования коммуникаций с заказчиками при выполнении работ,58,7
401,D/04.7,Идентификация заинтересованных сторон в больших проектах и программах проектов,58,7
402,D/05.7,Создание инструментов и методов распространения информации о ходе выполнения работ,58,7
403,D/06.7,Управление заинтересованными сторонами проекта в больших проектах и программах проектов,58,7
404,D/07.7,Разработка инструментов и методов документирования существующих бизнес-процессов организации заказчика (реверс-инжиниринга бизнес-процессов организации),58,7
405,D/08.7,Разработка инструментов и методов проектирования бизнес-процессов заказчика,58,7
406,D/09.7,Разработка инструментов и методов адаптации бизнес-процессов заказчика к возможностям ИС,58,7
407,D/10.7,Планирование управления требованиями,58,7
408,D/11.7,Организационное и технологическое обеспечение выявления требований,58,7
409,D/12.7,Разработка инструментов и методов анализа требований,58,7
410,D/13.7,Организационное и технологическое обеспечение согласования и утверждения требований,58,7
411,D/14.7,Экспертная поддержка разработки архитектуры ИС,58,7
412,D/15.7,Экспертная поддержка разработки прототипов ИС,58,7
413,D/16.7,Организационное и технологическое обеспечение проектирования и дизайна ИС,58,7
414,D/17.7,Организационное и технологическое обеспечение разработки баз данных ИС,58,7
415,D/18.7,Подтверждение исправления дефектов и несоответствий в архитектуре и дизайне ИС,58,7
416,D/19.7,Организационное и технологическое обеспечение создания пользовательской документации к ИС,58,7
417,D/20.7,Организационное и технологическое обеспечение развертывания ИС у заказчика,58,7
418,D/21.7,Организационное и технологическое обеспечение интеграции ИС с существующими ИС у заказчика,58,7
419,D/22.7,Организационное и технологическое обеспечение оптимизации работы ИС,58,7
420,D/23.7,Планирование управления изменениями,58,7
421,D/24.7,Организационное и технологическое обеспечение анализа запросов на изменение,58,7
422,D/25.7,Согласование запросов на изменение в проекте,58,7
423,D/26.7,Проверка реализации запросов на изменение в проекте,58,7
424,D/27.7,"Принятие мер по неразглашению информации, полученной от заказчика",58,7
425,D/28.7,Принятие мер для своевременной оплаты заказчиками работ по созданию (модификации) и сопровождению ИС,58,7
426,D/29.7,Планирование качества выполнения работ по созданию (модификации) и вводу ИС в эксплуатацию,58,7
427,D/30.7,Организационно-технологическая поддержка процесса обеспечения качества,58,7
428,D/31.7,Организационное и технологическое обеспечение процесса контроля качества,58,7
429,D/32.7,Организационное и технологическое обеспечение проведения приемо-сдаточных испытаний ИС,58,7
430,D/33.7,Организационное и технологическое обеспечение закупок,58,7
431,D/34.7,Планирование конфигурационного управления,58,7
432,D/35.7,Организационное и технологическое обеспечение идентификации конфигурации,58,7
433,D/36.7,Организационное и технологическое обеспечение ведения отчетности по статусу конфигурации ИС,58,7
434,D/37.7,Организационное и технологическое обеспечение аудита конфигурации ИС,58,7
435,D/38.7,Организация репозитория проекта создания (модификации) ИС,58,7
436,D/39.7,Управление выпуском релизов ИС,58,7
437,D/40.7,"Планирование управления договорами на выполняемые работы, связанные с ИС",58,7
438,D/41.7,Организационное и технологическое обеспечение заключения договоров на выполняемые работы,58,7
439,D/42.7,Организационное и технологическое обеспечение мониторинга и управления исполнением договоров на выполняемые работы,58,7
440,D/43.7,Организационное и технологическое обеспечение заключения дополнительных соглашений к договорам на выполняемые работы,58,7
441,D/44.7,Организационное и технологическое обеспечение закрытия договоров на выполняемые работы,58,7
442,D/45.7,Организационное и технологическое обеспечение регистрации запросов заказчика,58,7
443,D/46.7,Организационное и технологическое обеспечение заключения договоров сопровождения ИС,58,7
444,D/47.7,Организационное и технологическое обеспечение обработки запросов заказчика по вопросам использования ИС,58,7
445,D/48.7,"Организационное и технологическое обеспечение инициирования работ по реализации запросов, связанных с использованием ИС",58,7
446,D/49.7,Организационное и технологическое обеспечение выполнения запросов заказчика,58,7
447,D/50.7,Планирование управления документацией,58,7
448,D/51.7,Организация согласования документации в проектах,58,7
449,D/52.7,Организация утверждения документации в проекте,58,7
450,D/53.7,Управление распространением документации в проекте,58,7
451,D/54.7,Организационное обеспечение командообразования и развития персонала,58,7
452,D/55.7,Управление эффективностью работы персонала в проекте,58,7
453,D/56.7,Разработка и согласование регламентов и процедур для офиса управления проектами,58,7
454,D/57.7,Формирование предложений по развитию офиса управления проектами в организации,58,7
455,A/01.6,Идентификация конфигурации информационной системы (ИС) в соответствии с полученным планом,59,6
456,A/02.6,Ведение отчетности по статусу конфигурации ИС в соответствии с полученным планом,59,6
457,A/03.6,Аудит конфигураций ИС в соответствии с полученным планом,59,6
458,A/04.6,Организация репозитория проекта в области ИТ в соответствии с полученным планом,59,6
459,A/05.6,Проверка реализации запросов на изменение (верификация) в соответствии с полученным планом,59,6
460,A/06.6,Организация заключения договоров в проектах в соответствии с полученным заданием,59,6
461,A/07.6,Мониторинг выполнения договоров в проектах в области ИТ в соответствии с полученным планом,59,6
462,A/08.6,Организация заключения дополнительных соглашений к договорам в соответствии с полученным заданием,59,6
463,A/09.6,Регистрация запросов заказчика в соответствии с установленными регламентами,59,6
464,A/10.6,Согласование документации в соответствии с установленными регламентами,59,6
465,A/11.6,Управление распространением документации в соответствии с установленными регламентами,59,6
466,A/12.6,Контроль хранения документации в соответствии с установленными регламентами,59,6
467,A/13.6,Сбор информации для инициации проекта в соответствии с полученным заданием,59,6
468,A/14.6,Планирование проекта в соответствии с полученным заданием,59,6
469,A/15.6,Организация исполнения работ проекта в соответствии с полученным планом,59,6
470,A/16.6,Мониторинг и управление работами проекта в соответствии с установленными регламентами,59,6
471,A/17.6,Общее управление изменениями в проектах в соответствие с полученным заданием,59,6
472,A/18.6,Завершение проекта в соответствии с полученным заданием,59,6
473,A/19.6,Подготовка к выбору поставщиков в проектах в области ИТ в соответствии с полученным заданием,59,6
474,A/20.6,Исполнение закупок в ИТ-проектах в соответствии с полученным заданием,59,6
475,A/21.6,Обеспечение качества в проектах в области ИТ в соответствии с установленными регламентами,59,6
476,A/22.6,Организация приемо-сдаточных испытаний (валидация) в проектах малого и среднего уровня сложности в области ИТ в соответствии с установленными регламентами,59,6
477,A/23.6,Организация выполнения работ по выявлению требований в соответствии с полученным планом,59,6
478,A/24.6,Организация выполнения работ по анализу требований в соответствии с полученным планом,59,6
479,A/25.6,Согласование требований в соответствии с полученными планами,59,6
480,A/26.6,"Реализация мер по неразглашению информации, полученной от заказчика",59,6
481,A/27.6,Идентификация заинтересованных сторон проекта в области ИТ в соответствии с полученным заданием,59,6
482,A/28.6,Распространение информации в проектах в области ИТ в соответствии с полученным заданием,59,6
483,A/29.6,Идентификация рисков проектов в области ИТ в соответствии с полученным заданием,59,6
484,A/30.6,Анализ рисков в проектах в области ИТ в соответствии с полученным заданием,59,6
485,B/01.7,Планирование конфигурационного управления в проектах малого и среднего уровня сложности в области ИТ,60,7
486,B/02.7,Идентификация конфигурации ИС,60,7
487,B/03.7,Ведение отчетности по статусу конфигурации ИС,60,7
488,B/04.7,Аудит конфигураций ИС в проектах малого и среднего уровня сложности в области ИТ,60,7
489,B/05.7,Организация репозитория проекта в области ИТ,60,7
490,B/06.7,Управление выпуском и поставкой в проектах малого и среднего уровня сложности в области ИТ,60,7
491,B/07.7,Планирование управления изменениями в проектах малого и среднего уровня сложности в области ИТ,60,7
492,B/08.7,Анализ запросов на изменение в проектах малого и среднего уровня сложности в области ИТ,60,7
493,B/09.7,Согласование запросов на изменение в проектах малого и среднего уровня сложности в области ИТ,60,7
494,B/10.7,Проверка реализации запросов на изменение (верификация),60,7
495,B/11.7,Планирование управления договорами в проектах малого и среднего уровня сложности в области ИТ,60,7
496,B/12.7,Организация заключения договоров в проектах малого и среднего уровня сложности в области ИТ,60,7
497,B/13.7,Мониторинг и управление договорами в проектах малого и среднего уровня сложности в области ИТ,60,7
498,B/14.7,Организация заключения дополнительных соглашений к договорам в проектах малого и среднего уровня сложности в области ИТ,60,7
499,B/15.7,Закрытие договоров в проектах малого и среднего уровня сложности в области ИТ,60,7
500,B/16.7,Организационное и методологическое обеспечение регистрации запросов заказчика в проектах малого и среднего уровня сложности в области ИТ,60,7
501,B/17.7,Обработка запросов заказчика в проектах малого и среднего уровня сложности в области ИТ,60,7
502,B/18.7,Закрытие запросов заказчика,60,7
503,B/19.7,Планирование управления документацией в проектах малого и среднего уровня сложности в области ИТ,60,7
504,B/20.7,Согласование и утверждение документации,60,7
505,B/21.7,Управление распространением документации,60,7
506,B/22.7,Управление хранением документации,60,7
507,B/23.7,Планирование управления персоналом в проектах малого и среднего уровня сложности в области ИТ,60,7
508,B/24.7,Привлечение (набор) персонала для работы в проектах малого и среднего уровня сложности в области ИТ,60,7
509,B/25.7,Командообразование и развитие команды проекта в проектах малого и среднего уровня сложности в области ИТ,60,7
510,B/26.7,Управление эффективностью команды в проектах малого и среднего уровня сложности в области ИТ,60,7
511,B/27.7,Подготовка предложений по новым инструментам и методам управления проектами,60,7
512,B/28.7,Подготовка предложений по методам повышения эффективности системы управления проектами,60,7
513,B/29.7,Формирование предложений по развитию офиса управления проектами в организации,60,7
514,B/30.7,Сбор информации для инициации проекта в проектах малого и среднего уровня сложности в области ИТ,60,7
515,B/31.7,Планирование в проектах малого и среднего уровня сложности в области ИТ,60,7
516,B/32.7,Организация исполнения работ проекта в проектах малого и среднего уровня сложности в области ИТ,60,7
517,B/33.7,Мониторинг и управление работами проекта в проектах малого и среднего уровня сложности в области ИТ,60,7
518,B/34.7,Общее управление изменениями в проектах малого и среднего уровня сложности в области ИТ,60,7
519,B/35.7,Завершение фазы жизненного цикла (ЖЦ) проекта в проектах малого и среднего уровня сложности в области ИТ,60,7
520,B/36.7,Завершение проекта в проектах малого и среднего уровня сложности в области ИТ,60,7
521,B/37.7,Планирование закупок в проектах малого и среднего уровня сложности в области ИТ,60,7
522,B/38.7,Выбор поставщиков в проектах малого и среднего уровня сложности в области ИТ,60,7
523,B/39.7,Исполнение закупок в проектах малого и среднего уровня сложности в области ИТ,60,7
524,B/40.7,Закрытие закупок в проектах малого и среднего уровня сложности в области ИТ,60,7
525,B/41.7,Планирование качества в проектах малого и среднего уровня сложности в области ИТ,60,7
526,B/42.7,Обеспечение качества в проектах малого и среднего уровня сложности в области ИТ,60,7
527,B/43.7,Контроль качества в проектах малого и среднего уровня сложности в области ИТ,60,7
528,B/44.7,Организация приемо-сдаточных испытаний (валидация) в проектах малого и среднего уровня сложности в области ИТ,60,7
529,B/45.7,Планирование управления требованиями в проектах малого и среднего уровня сложности в области ИТ,60,7
530,B/46.7,Управление работами по выявлению требований в проектах малого и среднего уровня сложности в области ИТ,60,7
531,B/47.7,Управление работами по анализу требований в проектах малого и среднего уровня сложности в области ИТ,60,7
532,B/48.7,Согласование и утверждение требований в проектах малого и среднего уровня сложности в области ИТ,60,7
533,B/49.7,"Принятие мер по неразглашению информации, полученной от заказчика в проектах малого и среднего уровня сложности в области ИТ",60,7
534,B/50.7,Принятие мер для своевременного финансирования проектов малого и среднего уровня сложности в области ИТ,60,7
535,B/51.7,Планирование субподряда в проектах малого и среднего уровня сложности в области ИТ,60,7
536,B/52.7,Подбор субподрядчиков в проектах малого и среднего уровня сложности в области ИТ,60,7
537,B/53.7,Управление исполнением субподрядных работ в проектах малого и среднего уровня сложности в области ИТ,60,7
538,B/54.7,Завершение работ субподряда в проектах малого и среднего уровня сложности в области ИТ,60,7
539,B/55.7,Планирование коммуникаций в проектах малого и среднего уровня сложности в области ИТ,60,7
540,B/56.7,Идентификация заинтересованных сторон в проектах малого и среднего уровня сложности в области ИТ,60,7
541,B/57.7,Распространение информации в проектах малого и среднего уровня сложности в области ИТ,60,7
542,B/58.7,Управление заинтересованными сторонами в проектах малого и среднего уровня сложности в области ИТ,60,7
543,B/59.7,Планирование управления рисками в проектах малого и среднего уровня сложности в области ИТ,60,7
544,B/60.7,Идентификация рисков в проектах малого и среднего уровня сложности в области ИТ,60,7
545,B/61.7,Анализ рисков в проектах малого и среднего уровня сложности в области ИТ,60,7
546,B/62.7,Мониторинг и управление рисками в проектах малого и среднего уровня сложности в области ИТ,60,7
547,C/01.8,Планирование конфигурационного управления в проектах любого уровня сложности в области ИТ,61,8
548,C/02.8,Организационное и методологическое обеспечение идентификации конфигурации ИС,61,8
549,C/03.8,Организационное и методологическое обеспечение отчетности по статусу конфигурации ИС,61,8
550,C/04.8,Аудит конфигураций ИС в проектах любого уровня сложности в области ИТ,61,8
551,C/05.8,Организационное и методологическое обеспечение организации репозитория проекта в области ИТ,61,8
552,C/06.8,Управление выпуском и поставкой в проектах любого уровня сложности в области ИТ,61,8
553,C/07.8,Планирование управления изменениями в проектах любого уровня сложности в области ИТ,61,8
554,C/08.8,Анализ запросов на изменение в проектах любого уровня сложности в области ИТ,61,8
555,C/09.8,Согласование запросов на изменение в проектах любого уровня сложности в области ИТ,61,8
556,C/10.8,Организационное и методологическое обеспечение проверки реализации запросов на изменение,61,8
557,C/11.8,Планирование управления договорами в проектах любого уровня сложности в области ИТ,61,8
558,C/12.8,Организация заключения договоров в проектах любого уровня сложности в области ИТ,61,8
559,C/13.8,Мониторинг и управление договорами в проектах любого уровня сложности в области ИТ,61,8
560,C/14.8,Организация заключения дополнительных соглашений к договорам в проектах любого уровня сложности в области ИТ,61,8
561,C/15.8,Закрытие договоров в проектах любого уровня сложности в области ИТ,61,8
562,C/16.8,Организационное и методологическое обеспечение регистрации запросов заказчика в проектах любого уровня сложности в области ИТ,61,8
563,C/17.8,Организационное и методологическое обеспечение обработки запросов заказчика в проектах любого уровня сложности в области ИТ,61,8
564,C/18.8,Планирование управления документацией в проектах любого уровня сложности в области ИТ,61,8
565,C/19.8,Организационное и методологическое обеспечение согласования документации,61,8
566,C/20.8,Организационное и методологическое обеспечение управления хранением документации,61,8
567,C/21.8,Планирование управления персоналом в проектах любого уровня сложности в области ИТ,61,8
568,C/22.8,Привлечение (набор) персонала в проектах люоого для работы уровня сложности в области ИТ,61,8
569,C/23.8,Командообразование и развитие команды проекта в проектах любого уровня сложности в области ИТ,61,8
570,C/24.8,Управление эффективностью работы команды в проектах любого уровня сложности в области ИТ,61,8
571,C/25.8,Разработка новых инструментов и методов управления проектами,61,8
572,C/26.8,Повышение эффективности системы управления проектами,61,8
573,C/27.8,Обучение управлению проектами,61,8
574,C/28.8,Создание офиса управления проектами,61,8
575,C/29.8,Развитие офиса управления проектами в организации,61,8
576,C/30.8,Сбор информации для инициации проекта в проектах любого уровня сложности в области ИТ,61,8
577,C/31.8,Планирование в проектах любого уровня сложности в области ИТ,61,8
578,C/32.8,Организация исполнения работ проекта в проектах любого уровня сложности в области ИТ,61,8
579,C/33.8,Мониторинг и управление работами проекта в проектах любого уровня сложности в области ИТ,61,8
580,C/34.8,Осуществление общего управления изменениями в проектах любого уровня сложности в области ИТ,61,8
581,C/35.8,Завершение фазы жизненного цикла проекта в проектах любого уровня сложности в области ИТ,61,8
582,C/36.8,Завершение проекта в проектах любого уровня сложности в области ИТ,61,8
583,C/37.8,Планирование закупок в проектах любого уровня сложности в области ИТ,61,8
584,C/38.8,Выбор поставщиков в проектах любого уровня сложности в области ИТ,61,8
585,C/39.8,Исполнение закупок в проектах любого уровня сложности в области ИТ,61,8
586,C/40.8,Закрытие закупок в проектах любого уровня сложности в области ИТ,61,8
587,C/41.8,Планирование качества в проектах любого уровня сложности в области ИТ,61,8
588,C/42.8,Обеспечение качества в проектах любого уровня сложности в области ИТ,61,8
589,C/43.8,Контроль качества в проектах любого уровня сложности в области ИТ,61,8
590,C/44.8,Организация приемо-сдаточных испытаний (валидация) в проектах любого уровня сложности в области ИТ,61,8
591,C/45.8,Планирование управления требованиями в проектах любого уровня сложности в области ИТ,61,8
592,C/46.8,Управление выявлением требований в проектах любого уровня сложности в области ИТ,61,8
593,C/47.8,Управление анализом требований в проектах любого уровня сложности,61,8
594,C/48.8,Согласование и утверждение требований в проектах любого уровня сложности в области ИТ,61,8
595,C/49.8,"Принятие мер по неразглашению информации, полученной от заказчика в проектах любого уровня сложности в области ИТ",61,8
596,C/50.8,Обеспечение своевременного финансирования проектов любого уровня сложности в области ИТ,61,8
597,C/51.8,Планирование субподряда в проектах любого уровня сложности в области ИТ,61,8
598,C/52.8,Подбор субподрядчиков в проектах любого уровня сложности в области ИТ,61,8
599,C/53.8,Управление исполнением субподрядных работ в проектах любого уровня сложности в области ИТ,61,8
600,C/54.8,Завершение работ субподряда в проектах любого уровня сложности в области ИТ,61,8
601,C/55.8,Планирование коммуникаций в проектах любого уровня сложности в области ИТ,61,8
602,C/56.8,Идентификация заинтересованных сторон в проектах любого уровня сложности в области ИТ,61,8
603,C/57.8,Распространение информации в проектах любого уровня сложности в области ИТ,61,8
604,C/58.8,Управление заинтересованными сторонами в проектах любого уровня сложности в области ИТ,61,8
605,C/59.8,Планирование управления рисками в проектах любого уровня сложности в области ИТ,61,8
606,C/60.8,Идентификация рисков в проектах любого уровня сложности в области ИТ,61,8
607,C/61.8,Анализ рисков в проектах любого уровня сложности в области ИТ,61,8
608,C/62.8,Мониторинг и управление рисками в проектах любого уровня сложности в области ИТ,61,8
609,A/01.6,Руководство разработкой программного кода,62,6
610,A/02.6,Руководство проверкой работоспособности программного обеспечения,62,6
611,A/03.6,Руководство интеграцией программных модулей и компонентов программного обеспечения,62,6
612,A/04.6,Руководство разработкой проектной и технической документации,62,6
613,A/05.6,"Управление запросами на изменения, дефектами и проблемами в программном обеспечении",62,6
614,A/06.6,Управление конфигурациями и выпусками программного продукта,62,6
615,A/07.6,Руководство разработкой технических спецификаций программного обеспечения,62,6
616,A/08.6,Руководство проектированием программного обеспечения,62,6
617,B/01.6,Управление процессом разработки программного обеспечения,63,6
618,B/02.6,Управление информацией в процессе разработки программного обеспечения,63,6
619,B/03.6,"Разработка внутренних правил, методик и регламентов проведения работ",63,6
620,C/01.7,Управление инфраструктурой коллективной среды разработки,64,7
621,C/02.7,Управление рисками разработки программного обеспечения,64,7
622,C/03.7,"Управление процессами оценки сложности, трудоемкости, сроков выполнения работ",64,7
623,C/04.7,Поиск и подбор персонала,64,7
624,C/05.7,Организация развития персонала,64,7
625,A/01.6,Выполнение монтажных работ оборудования связи (телекоммуникаций) на участках высокой сложности выполнения таких работ,65,6
626,A/02.6,"Настройка, регулировка и испытания оборудования связи (телекоммуникаций)",65,6
627,A/03.6,"Тестирование оборудования, отработка режимов работы, контроль проектных параметров работы оборудования связи (телекоммуникаций)",65,6
628,B/01.6,Проведение измерений параметров и проверки качества работы оборудования связи (телекоммуникаций),66,6
629,B/02.6,Проведение планово-профилактических работ,66,6
630,B/03.6,Проведение ремонтно-восстановительных работ,66,6
631,B/04.6,"Мониторинг состояния оборудования, учет отказов оборудования, ведение документации",66,6
632,C/01.7,"Организация проведения измерений и проверки качества работы оборудования, проведения ремонтно-профилактических и ремонтно-восстановительных работ",67,7
633,C/02.7,Разработка технической документации по эксплуатации оборудования связи (телекоммуникаций),67,7
634,C/03.7,"Анализ отказов оборудования, организация работ по улучшению качества работы оборудования связи (телекоммуникаций)",67,7
635,D/01.7,Сбор и анализ исходных данных для развития и оптимизации сети связи,68,7
636,D/02.7,Формирование плана развития сети связи,68,7
637,D/03.7,Выработка и внедрение решений по оптимизации сети связи,68,7
638,A/01.4,Оформление технического документа в соответствии с заданным стандартом,69,4
639,A/02.4,Компоновка технического документа на основе предоставленных источников,69,4
640,A/03.4,Разметка технического документа в соответствии с правилами заданного языка разметки,69,4
641,A/04.4,Подготовка графической схемы по заданному описанию или эскизу,69,4
642,A/05.4,Подготовка снимков экрана компьютерной системы для включения в технический документ в качестве иллюстраций,69,4
643,A/06.4,Разработка несложного технического документа,69,4
644,B/01.5,"Разработка эксплуатационного документа, адресованного конечному пользователю компьютерной системы",70,5
645,B/02.5,Разработка технического документа в соответствии с заданным стандартом на основе предоставленного материала,70,5
646,B/03.5,Создание электронной справки в заданном стандартном формате,70,5
647,B/04.5,Создание демонстрационного или обучающего видеоролика,70,5
648,C/01.6,"Составление описания продукции или технологии для публикации в рекламном буклете, в каталоге, на веб-сайте",71,6
649,C/02.6,Подготовка рекламной статьи о продукции или технологии для публикации на веб-сайте или в профильных средствах массовой информации,71,6
650,C/03.6,Подготовка слайд-шоу и раздаточных материалов для доклада,71,6
651,D/01.6,Описание информационных и математических моделей,72,6
652,D/02.6,Описание технических решений с точки зрения специалиста по информационным технологиям,72,6
653,D/03.6,Создание и ведение справочного ресурса для специалистов по информационным технологиям,72,6
654,D/04.6,Подготовка технической статьи о продукции или технологии для размещения на веб-сайте или в профильных средствах массовой информации,72,6
655,D/05.6,Подготовка слайд-шоу и раздаточных материалов для доклада,72,6
656,E/01.6,Проектирование комплекта технической документации,73,6
657,E/02.6,Оценка затрат на разработку комплекта технической документации,73,6
658,E/03.6,Управление разработкой комплекта технической документации,73,6
659,F/01.7,Поиск путей повышения качества выпускаемой технической документации,74,7
660,F/02.7,Внедрение на предприятии или в организации средств автоматизации документирования,74,7
661,F/03.7,Техническая поддержка разработчиков технической документации,74,7
662,G/01.7,Управление функционированием отдела технического документирования,75,7
663,G/02.7,Постановка работы по техническому документированию в организации,75,7
664,G/03.7,Стандартизация технического документирования в организации,75,7
665,G/04.7,Обеспечение отдела технического документирования специалистами необходимой квалификации,75,7
666,H/01.8,Создание в организации функционального подразделения технической коммуникации,76,8
667,H/02.8,Управление функциональным подразделением технической коммуникации,76,8
668,A/01.2,"Проведение осмотра, текущего и капитального ремонта кабельных сооружений",77,2
669,A/02.2,Установка и монтаж боксов до 50 пар,77,2
670,A/03.2,Монтаж кабелей емкостью до 100 пар,77,2
671,A/04.2,Выполнение подготовительных работ при монтаже кабеля емкостью выше 100 пар,77,2
672,B/01.2,Эксплуатационно-техническое обслуживание всех типов междугородных кабелей и кабелей городской и сельской телефонной сети емкостью от 100 до 300 пар и их оконечных устройств,78,2
673,B/02.2,Выполнение подготовительных работ при эксплуатационно-техническом обслуживании кабелей емкостью выше 300 пар,78,2
674,B/03.2,Монтаж кабелей емкостью до 300 пар,78,2
675,B/04.2,"Установка кабелей под постоянное воздушное давление, устранение негерметичности оболочек кабелей",78,2
676,B/05.2,Установка и монтаж боксов до 100 пар,78,2
677,C/01.2,Эксплуатационно-техническое обслуживание всех типов кабелей емкостью до 600 пар и их оконечных устройств,79,2
678,C/02.2,Монтаж кабелей емкостью до 600 пар,79,2
679,C/03.2,Установка кабеля под постоянное избыточное воздушное давление с подключением к оборудованию,79,2
680,C/04.2,Устранение всех видов кабельных повреждений,79,2
681,C/05.2,"Монтаж распределительных шкафов, боксов и других оконечных кабельных устройств",79,2
682,C/06.2,"Обслуживание оборудования для содержания кабеля под постоянным избыточным воздушным давлением, отыскание мест негерметичности оболочки кабеля",79,2
683,D/01.3,"Монтаж городских телефонных кабелей емкостью более 600 пар, междугородних кабелей и кабелей, уплотненных системами передачи",80,3
684,D/02.3,"Руководство работами по текущему содержанию, текущему и капитальному ремонту междугородних и городских кабелей",80,3
685,D/03.3,Симметрирование кабелей,80,3
686,D/04.3,Монтаж оборудования необслуживаемых усилительных пунктов (НУП),80,3
687,D/05.3,Измерения электрических параметров кабеля,80,3
688,E/01.3,Входной контроль оптического кабеля на кабельной площадке,81,3
689,E/02.3,Монтаж соединительных муфт для волоконно-оптического кабеля,81,3
690,E/03.3,Измерение параметров и испытание оптических кабелей местных линий связи,81,3
691,F/01.3,Монтаж волоконно-оптических линий связи,82,3
692,F/02.3,Техническое обслуживание волоконно-оптических линий связи,82,3
693,F/03.3,Измерения параметров волоконно-оптических линий связи,82,3
694,A/01.3,Регулировка тяг,83,3
695,A/02.3,Подъем и опускание полотен антенн с помощью лебедок,83,3
696,A/03.3,Обустройство клампов фидерных опор,83,3
697,A/04.3,Установка оснований и анкеров мачт,83,3
698,A/05.3,Вязка изоляторов в цепочки,83,3
699,A/06.3,Крепление изоляторов к траверсам,83,3
700,A/07.3,Прокладка фидеров,83,3
701,A/08.3,Прозванивание кабеля,83,3
702,A/09.3,Скрутка и пайка проводов полотен антенн и фидерных линий,83,3
703,A/10.3,Разделка кабеля под наконечник,83,3
704,A/11.3,Коммутация антенн и фидерных линий,83,3
705,A/12.3,Замена сгоревших ламп сигнального освещения,83,3
706,A/13.3,Проверка натяжения симметричных фидерных линий,83,3
707,A/14.3,Проверка оттяжек мачт,83,3
708,A/15.3,Проверка полотен антенн,83,3
709,A/16.3,Проверка целостности проводов и их креплений,83,3
710,A/17.3,"Проверка изоляторов антенн, фидеров",83,3
711,A/18.3,Проверка состояния контактных антенных переключателей,83,3
712,A/19.3,Проверка сварных швов,83,3
713,A/20.3,"Проверка состояния болтовых соединений АМС, стяжных муфт и втулок оттяжек мачт",83,3
714,A/21.3,Смазка вантовых оттяжек мачт,83,3
715,A/22.3,Окраска АМС,83,3
716,B/01.4,"Сборка, такелажные работы по подъему и установке АМС; окраска АМС",84,4
717,B/02.4,"Сборка, такелаж и установка оснований мачт и якорей",84,4
718,B/03.4,Установка фидерных опор,84,4
719,B/04.4,Монтаж антенн и леерных тросов со спуском и подъемом полотен антенн,84,4
720,B/05.4,Коммутация антенн и фидерных линий,84,4
721,B/06.4,Установка огней светоограждения мачт свыше 30 м,84,4
722,B/07.4,Проверка и ремонт антенн и леерных тросов,84,4
723,B/08.4,Регулировка контактов антенных реверсирующих переключателей,84,4
724,B/09.4,Проверка сопротивлений изоляции электромоторов,84,4
725,B/10.4,Устранение повреждений болтовых соединений и фундаментов мачт и башен,84,4
726,B/11.4,Ревизия и ремонт фундаментов АМС,84,4
727,B/12.4,Ремонт металлоконструкций АМС высотой до 25 м,84,4
728,B/13.4,Ремонт фидерных трактов на АМС высотой до 25 м,84,4
729,B/14.4,Выполнение ремонтно-восстановительных работ на АМС,84,4
730,C/01.5,Технический надзор за строительством и реконструкцией АМС и их деформацией,85,5
731,C/02.5,Руководство работами по подъему и установке мачт высотой до 25 м,85,5
732,C/03.5,Проверка вертикальности мачт и башен при помощи теодолита,85,5
733,C/04.5,Оснащение стрел для подъема мачт,85,5
734,C/05.5,Сборка и такелажные работы по подъему и установке АМС,85,5
735,C/06.5,Окраска АМС,85,5
736,C/07.5,"Регулировка шлейфов настройки и механические работы, связанные с их переключением",85,5
737,C/08.5,Измерение параметров пультов управления блокировки и сигнализации (УБС),85,5
738,C/09.5,Настройка шлейфов антенн,85,5
739,C/10.5,Измерение изоляции антенн и сопротивления заземления,85,5
740,C/11.5,"Регулировка натяжения полотен антенн, распределительных фидеров и фидерных линий",85,5
741,C/12.5,Профилактические работы на подвижных мостах,85,5
742,C/13.5,Выполнение профилактических осмотров УБС,85,5
743,C/14.5,"Отыскание неисправностей, связанных с управлением переключателей и шлейфов, восстановительные работы на УБС",85,5
744,D/01.6,Руководство работой по подъему и установке АМС,86,6
745,D/02.6,Проверка и испытание подъемных устройств АМС,86,6
746,D/03.6,Приемка в эксплуатацию законченных строительством фундаментов и металлоконструкций мачт и башен,86,6
747,D/04.6,Контроль монтажа всех видов оборудования АМС,86,6
