id,function_id,text,part_type_id
2587,147,Контроль за соблюдением утвержденных проектных решений при подготовке исполнительной документации,4
2588,147,Формирование и согласование с заказчиком и исполнителем монтажных и пусконаладочных работ плана-графика посещений объекта связи,4
2589,147,"Освидетельствование промежуточных и скрытых работ при строительстве объекта связи, монтаже систем связи (телекоммуникационных систем)",4
2590,147,"Обследование объектов, систем связи (телекоммуникационных систем) в случае возникновения в ходе строительства (монтажа) непредвиденных ситуаций",4
2591,147,"Ведение журнала авторского надзора, составление актов освидетельствования и иной необходимой документации",4
2592,147,"Контроль за выполнением указаний, внесенных в журнал авторского надзора",4
2593,147,"Уточнение проектной документации, внесение изменений в проектную документацию при изменении принципиальных технических решений (в случае необходимости)",4
2594,147,"Освидетельствование и принятие решения об эксплуатации объекта, системы связи (телекоммуникационной системы) в составе комиссии по их приемке",4
2595,148,Анализ сведений о возникающих проблемах работы сети для учета при подготовке планов развития сети,4
2596,148,Разработка заданий на поиск и выбор площадок под строительство базовых станций связи,4
2597,148,"Определение основных технических требований для строительства, модернизации и оптимизации базовых станций",4
2598,148,Разработка и согласование программы строительства базовых станций связи,4
2599,148,Определение конфигурации базовых станций связи на выбранном объекте и подготовка необходимой документации (антенного плана),4
2600,148,"Обобщение исходных данных, организация процесса частотного планирования для запуска новых базовых станций связи при модернизации (расширении) функционирующих базовых станций и корректировки частотного плана",4
2601,148,Разработка предложений по повышению эффективности сетей связи,4
2602,149,Анализ сведений о возникающих проблемах работы сети для учета при подготовке планов развития транспортной сети,4
2603,149,Разработка перспективных планов развития транспортной сети,4
2604,149,"Проектирование транспортной сети, оборудования соединительных линий",4
2605,149,Определение оптимальной конфигурации и топологии транспортной сети,4
2606,149,Выработка синергетических решений объединения транспортных сетей организаций связи,4
2607,149,Проведение экспертизы сетевых решений и оптимизации зон и участков транспортной сети,4
2608,149,Подготовка и согласование схем организации связи транспортной сети,4
2609,149,"Внедрение новых технологических решений, обеспечивающих эффективное использование ресурсов транспортной сети",4
2610,145,Разрабатывать концептуальные документы по созданию и развитию систем связи (телекоммуникаций),5
2611,145,"Выявлять и анализировать преимущества и недостатки вариантов проектных решений, оценивать риски, связанные с реализацией проекта",5
2612,145,"Разрабатывать и представлять презентационные материалы по проекту, выступать публично",5
2613,145,Осуществлять финансово-экономическое планирование,5
2614,145,"Использовать современные информационно-коммуникационные технологии, в том числе специализированное программное обеспечение для решения задач проектирования и проведения расчетов",5
2615,145,Разрабатывать проектную и отчетную документацию,5
2616,146,"Использовать современные информационно-коммуникационные технологии, в том числе специализированное программное обеспечение для решения задач проектирования и проведения расчетов",5
2617,146,"Осуществлять финансово-экономическое планирование, разрабатывать план выполнения работ",5
2618,146,Разрабатывать и представлять презентационные материалы по проекту,5
2619,146,Разрабатывать проектно-сметную документацию в соответствии с требованиями ГОСТ,5
2620,147,Проводить освидетельствование объектов и систем связи (телекоммуникационных систем) в ходе строительства (монтажа),5
2621,147,"Оценивать соблюдение исполнителем работ утвержденных проектных решений (при подготовке исполнительной документации, проведении работ)",5
2622,147,Формировать необходимую документацию о ходе и результатах осуществления авторского надзора,5
2623,148,Анализировать показатели текущего состояния сети,5
2624,148,Оценивать потребности в изменении емкости и конфигурации антенно-фидерных устройств базовых станций связи,5
2625,148,"Использовать специализированное программное обеспечение для анализа данных, проектирования базовых станций связи",5
2626,148,Осуществлять ведение технической и проектной документации;,5
2627,148,"Организовывать взаимодействие подразделений, участвующих в реализации проектных решений",5
2628,149,Анализировать показатели текущего состояния транспортной сети,5
2629,149,Оценивать перспективные потребности в развитии и модернизации транспортной сети,5
2630,149,Использовать специализированное программное обеспечение для проектирования транспортной сети,5
2631,149,Осуществлять ведение технической и проектной документации,5
2632,149,"Организовывать взаимодействие подразделений, участвующих в реализации проектных решений",5
2633,145,"Нормативно-правовые и нормативно-технические документы, регламентирующие проектную подготовку, внедрение и эксплуатацию систем связи (телекоммуникационных систем), строительство объектов связи",6
2634,145,"Принципы построения систем связи, телекоммуникационных систем различных типов",6
2635,145,Принципы системного подхода в проектировании систем связи (телекоммуникаций),6
2636,145,"Современные требования по производительности, доступности, безопасности, масштабируемости, интеграции технологий, управляемости систем связи (телекоммуникаций)",6
2637,145,"Современные технические решения создания объектов и систем связи (телекоммуникационных систем) и ее компонентов, новейшее оборудование и программное обеспечение",6
2638,145,Перспективы технического развития отрасли связи и телекоммуникаций,6
2639,146,"Нормативно-правовые и нормативно-технические документы, регламентирующие проектную подготовку, внедрение и эксплуатацию систем связи (телекоммуникационных систем), строительство объектов связи",6
2640,146,"Законодательство об авторском праве, методы проведения патентных исследований",6
2641,146,"Современные технические решения создания систем связи (телекоммуникационных систем) и ее компонентов, новейшее оборудование и программное обеспечение",6
2642,146,"Технические требования к смежным системам (энергоснабжения, вентиляции, противопожарной)",6
2643,146,Требования к программе и методике проведения испытаний объектов и систем связи (телекоммуникационных систем),6
2644,146,Требования к разработке проектно-сметной документации,6
2645,146,Перспективы технического развития отрасли связи и телекоммуникаций,6
2646,148,"Нормативно-правовые и нормативные документы, регламентирующие проектную подготовку строительства, строительство и эксплуатацию объектов и линий связи",6
2647,148,Структура и основы подготовки технической и проектной документации,6
2648,148,"Принципы построения систем связи, технологии, используемые в сетях связи",6
2649,148,Процедуры и принципы частотно-территориального и кодового планирования,6
2650,148,Основные правила выделения полос радиочастот и назначения радиочастот для радиоэлектронных средств сухопутной подвижной и фиксированной радиослужб на территории Российской Федерации,6
2651,148,Методы анализа качественных показателей работы сетей связи на основе данных статистики и радиоизмерений,6
2652,148,Принципы работы и архитектура различных геоинформационных систем,6
2653,148,Перспективы технического развития отрасли,6
2654,149,"Нормативно-правовые и нормативные документы, регламентирующие проектную подготовку строительства, строительство и эксплуатацию объектов и линий связи",6
2655,149,"Технологии, используемые на транспортной сети, принципы планирования емкости сетей радиодоступа",6
2656,149,Структура и основы подготовки технической и проектной документации,6
2657,149,Процедуры и принципы частотно-территориального и кодового планирования,6
2658,149,Методы анализа качественных показателей работы транспортных сетей на основе данных статистики и радиоизмерений,6
2659,149,Принципы работы и архитектура различных геоинформационных систем,6
2660,149,Перспективы технического развития отрасли,6
2661,150,"Ответственный секретарь, выпускающий, арт-директор",1
2662,151,"Ответственный секретарь, выпускающий, арт-директор",1
2663,152,"Ответственный секретарь, выпускающий",1
2664,153,"Ответственный секретарь, выпускающий",1
2665,154,"Ответственный секретарь, выпускающий",1
2666,150,"Высшее образование - специалитет, магистратура",2
2667,151,"Высшее образование - специалитет, магистратура",2
2668,152,"Высшее образование - специалитет, магистратура",2
2669,153,"Высшее образование - специалитет, магистратура",2
2670,154,"Высшее образование - специалитет, магистратура",2
2671,150,Не менее одного года в сфере сетевых СМИ,3
2672,151,Не менее одного года в сфере сетевых СМИ,3
2673,152,Не менее трех лет в должности редактора,3
2674,153,Не менее трех лет в должности редактора,3
2675,154,Не менее трех лет в должности редактора,3
2676,150,Разработка модели сайта исходя из целевого назначения и читательского адреса,4
2677,150,Разработка общей концепции художественного оформления сайта,4
2678,150,Разработка и утверждение композиции каждой публикации на основе имеющейся модели,4
2679,150,Формулирование задания по предоставлению материалов для штатных фотокорреспондентов или художников,4
2680,150,Отбор иллюстративного материала для публикаций,4
2681,150,Принятие решений об обновлении отдельных элементов дизайна сетевого издания,4
2682,150,"Соблюдение правил охраны труда, производственной санитарии, пожарной безопасности",4
2683,151,Поиск иллюстративного материала для публикаций из внешних источников,4
2684,151,Оформление подписки на материалы информационных агентств,4
2685,151,Принятие решений о целесообразности приобретения авторских художественно-графических оригиналов,4
2686,151,"Подготовка проектов и организация своевременного заключения договоров с лицами, привлекаемыми для изготовления графического материала и фотографами вне штата",4
2687,152,"Составление плана-графика выполнения корректуры, веб-редактирования, публикации материалов на сайте",4
2688,152,"Формулирование заданий для дизайнеров, веб-редактора, корректоров, администратора сайта с указанием сроков их выполнения",4
2689,152,Подготовка предложений главному редактору (руководителю организации) по реализации кадровой политики в отделе,4
2690,152,"Применение санкций в отношении сотрудников, нарушающих устав организации и другие внутренние нормативные акты",4
2691,152,"Контроль соблюдения сроков выполнения корректуры, веб-редактирования, дизайнерских работ, публикации материалов",4
2692,152,Принятие оперативных решений при возникновении угрозы нарушения плана публикации материалов,4
2693,152,"Контроль качества выполнения заданий по дизайну и веб-редактированию, публикации материалов",4
2694,152,"Контроль подготовки документов для расчетов за выполненные работы, установления размеров оплаты труда внештатных сотрудников",4
2695,152,"Организация соблюдения правил охраны труда, производственной санитарии, пожарной безопасности в рамках подразделения",4
2696,153,Передача авторских оригиналов редакторам отделов,4
2697,153,Передача отредактированных текстов в корректуру,4
2698,153,Передача откорректированных текстов и других материалов веб-редактору,4
2699,153,Передача материалов для публикации администратору сайта,4
2700,154,Прием авторских оригиналов,4
2701,154,Прием отредактированных материалов из отделов,4
2702,154,Прием корректуры,4
2703,154,Прием работы веб-редактора,4
2704,154,Прием опубликованных материалов и уведомление главного редактора о необходимости их проверки,4
2705,150,Изучать и применять на практике положительный опыт в дизайне отечественных и зарубежных сетевых ресурсов,5
2706,150,Применять базовые приемы композиции материалов на интернет-странице,5
2707,151,"Составлять договоры, оформлять заказы на графические работы",5
2708,151,Пользоваться профессиональной и юридической терминологией,5
2709,151,Вести переговоры,5
2710,152,Составлять планы и графики работ,5
2711,152,Оценивать временные затраты на все производственные процессы,5
2712,152,Мотивировать сотрудников к быстрой и систематической работе,5
2713,152,Оценивать качество выполненной работы,5
2714,152,Оперативно связываться с сотрудниками по производственному процессу,5
2715,152,"Оперативно принимать решения в случае непредвиденных обстоятельств, грозящих срывом сроков выполнения тех или иных работ",5
2716,153,Использовать при работе современные технические средства коммуникации,5
2717,153,Оценивать временные затраты на все производственные процессы,5
2718,153,Принимать оперативные решения о временном перераспределении обязанностей отсутствующих сотрудников,5
2719,153,Оперативно связываться с сотрудниками по производственному процессу,5
2720,153,Доходчиво объяснять сотрудникам задания главного редактора,5
2721,153,Пользоваться профессиональной терминологией,5
2722,154,"Использовать при работе современные технические средства коммуникации, в том числе социальные сети и другие интернет-ресурсы",5
2723,154,Поддерживать оперативную связь с сотрудниками,5
2724,154,Оценивать качество выполненной работы,5
2725,154,Пользоваться профессиональной терминологией,5
2726,150,Принципы художественно-технического оформления интернет-ресурсов,6
2727,150,Языки гипертекстовой разметки,6
2728,150,Компьютерные программы для работы с растровой и векторной графикой,6
2729,150,Профессиональные компьютерные программы верстки,6
2730,150,Технология редакционно-издательского процесса,6
2731,150,"Законодательство Российской Федерации и иные нормативные правовые акты, методические и нормативные документы, регламентирующие деятельность средств массовой информации",6
2732,150,"Стандарты, технические условия, инструкции, санитарные нормы и другие нормативные документы в области электронных сетевых изданий",6
2733,150,"Государственные стандарты на термины, обозначения и единицы измерения",6
2734,150,"Правила охраны труда, производственной санитарии и пожарной безопасности",6
2735,151,Методы получения необходимых материалов,6
2736,151,Правила составления и оформления договоров,6
2737,151,Законодательство Российской Федерации об авторском праве,6
2738,152,Структура и задачи редакции,6
2739,152,Технология редакционно-издательского процесса,6
2740,152,"Постановления, приказы, распоряжения, руководящие и нормативные материалы вышестоящих органов, касающиеся редакционно-издательской деятельности",6
2741,152,"Порядок разработки планов издания СМИ, графиков редакционных и производственных процессов издательской деятельности",6
2742,152,"Стандарты, технические условия, инструкции и другие нормативные документы в области электронных изданий",6
2743,152,"Законодательство Российской Федерации и иные нормативные правовые акты, методические и нормативные документы, регламентирующие деятельность средств массовой информации",6
2744,152,Устав организации и другие внутренние нормативные акты,6
2745,152,Основы организации труда и управления,6
2746,152,Трудовое законодательство Российской Федерации,6
2747,152,"Правила охраны труда, производственной санитарии и пожарной безопасности",6
2748,153,Структура и задачи редакции,6
2749,153,Текущие планы и графики выполнения работ,6
2750,153,Технология редакционно-издательского процесса,6
2751,153,Технология производства электронных сетевых изданий,6
2752,153,Основы организации труда и управления,6
2753,153,"Стандарты, технические условия, инструкции и другие нормативные документы в области электронных изданий",6
2754,153,"Государственные стандарты на термины, обозначения и единицы измерения",6
2755,154,Структура и задачи редакции,6
2756,154,Текущие планы и графики выполнения работ,6
2757,154,Технология редакционно-издательского процесса,6
2758,154,Технология производства электронных сетевых изданий,6
2759,154,"Стандарты, технические условия, инструкции и другие нормативные документы в области электронных сетевых изданий",6
2760,154,"Законодательство Российской Федерации и иные нормативные правовые акты, методические и нормативные документы, регламентирующие деятельность средств массовой информации",6
2761,154,Основы организации труда и управления,6
2762,154,"Государственные стандарты на термины, обозначения и единицы измерения",6
2763,155,Инженер технической поддержки,1
2764,156,Инженер технической поддержки,1
2765,157,Инженер технической поддержки,1
2766,158,Инженер технической поддержки,1
2767,159,Инженер технической поддержки,1
2768,160,Инженер технической поддержки,1
2769,161,Ведущий инженер технической поддержки,1
2770,162,Ведущий инженер технической поддержки,1
2771,163,Ведущий инженер технической поддержки,1
2772,164,Ведущий инженер технической поддержки,1
2773,165,Ведущий инженер технической поддержки,1
2774,166,Ведущий инженер технической поддержки,1
2775,167,Ведущий инженер технической поддержки,1
2776,155,Высшее образование - бакалавриат,2
2777,156,Высшее образование - бакалавриат,2
2778,157,Высшее образование - бакалавриат,2
2779,158,Высшее образование - бакалавриат,2
2780,159,Высшее образование - бакалавриат,2
2781,160,Высшее образование - бакалавриат,2
2782,161,"Высшее образование - специалитет, магистратура",2
2783,162,"Высшее образование - специалитет, магистратура",2
2784,163,"Высшее образование - специалитет, магистратура",2
2785,164,"Высшее образование - специалитет, магистратура",2
2786,165,"Высшее образование - специалитет, магистратура",2
2787,166,"Высшее образование - специалитет, магистратура",2
2788,167,"Высшее образование - специалитет, магистратура",2
2789,155,-,3
2790,156,-,3
2791,157,-,3
2792,158,Опыт практической работы не менее одного года,3
2793,159,Опыт практической работы не менее одного года,3
2794,160,Опыт практической работы не менее одного года,3
2795,161,Стаж работы в должности инженера не менее пяти лет,3
2796,162,Стаж работы в должности инженера не менее пяти лет,3
2797,163,Стаж работы в должности инженера не менее пяти лет,3
2798,164,Стаж работы в должности инженера не менее пяти лет,3
2799,165,Стаж работы в должности инженера не менее пяти лет,3
2800,166,Стаж работы в должности инженера не менее пяти лет,3
2801,167,Стаж работы в должности инженера не менее пяти лет,3
2802,155,"Рассмотрение обращений абонентов, их анализ с целью выявления аварийных объектов",4
2803,155,Взаимодействие с техническими службами организации,4
2804,155,Формирование журнала событий,4
2805,155,Выявление новых сложных проблем,4
2806,155,Занесение решений в единую базу решений,4
2807,156,Контроль сроков выполнения заявки в соответствии с регламентом обслуживания,4
2808,156,Контроль изменения статуса обращения,4
2809,157,Анализ отчета об аварийных объектах,4
2810,157,"Систематизация обращений абонентов с целью выявления аварийных объектов и корректировки работы подразделений, отвечающих за техническое состояние объектов связи",4
2811,157,Осуществление информационной поддержки контакт-центра,4
2812,157,Формирование электронного архива выполненных заявок,4
2813,157,Формирование единой базы решений,4
2814,158,Получение у технических служб актуальных данных о состоянии сети,4
2815,158,Осуществление информационной поддержки контакт-центра,4
2816,158,Разработка скрипта разговора для исходящих звонков абонентов с целью уточнения необходимости новой услуги,4
2817,158,"Обработка оперативной информации о запланированных работах, связанных с прерыванием предоставления услуг связи",4
2818,158,Организация оповещения об изменении эксплуатационных характеристик сети (вследствие возникновения инцидентов или проведения профилактических работ),4
2819,158,Организация работы по минимизации времени решения инцидентов,4
2820,159,Взаимодействие с техническими службами организации с целью уточнения функциональных показателей работы сети,4
2821,159,"Анализ оперативной информации о запланированных и аварийных работах, связанных с прерыванием предоставления услуг",4
2822,160,Сбор данных по функциональным показателям работы оборудования для составления плана профилактических работ,4
2823,160,Сбор данных по отказам оборудования для составления плана капитального ремонта оборудования,4
2824,161,Установка сетевого программного обеспечения,4
2825,161,Настройка программного обеспечения телекоммуникационного оборудования,4
2826,162,Контроль работоспособности сетевых сервисов и телефонии,4
2827,162,Выполнение работ по устранению неполадок в работе сетевых сервисов и телефонии,4
2828,163,"Администрирование системного и сетевого программного обеспечения, почтовой инфраструктуры",4
2829,163,Работа по сервисным контактам,4
2830,163,Взаимодействие с производителями и поставщиками телекоммуникационного оборудования,4
2831,164,Фиксирование отклонений от штатной работы телекоммуникационного оборудования,4
2832,164,Ведение журнала учета отклонений от штатной работы телекоммуникационного оборудования,4
2833,165,Выполнение работ по конфигурированию телекоммуникационного оборудования,4
2834,165,Выполнение работ по конфигурированию телефонии,4
2835,166,Выбор основных статистических показателей работы сетей,4
2836,166,Анализ полученных статистических данных,4
2837,167,Прием и обслуживание обращений по вопросам эксплуатации оборудования,4
2838,167,Проведение консультаций по техническим вопросам,4
2839,167,Обобщение результатов разрешенных проблем,4
2840,167,Разработка исполнительной документации,4
2841,155,Работать с различными операционными системами,5
2842,155,Взаимодействовать с техническими подразделениями организации,5
2843,156,Работать с различными операционными системами,5
2844,156,Работать с компьютером на уровне опытного пользователя,5
2845,157,Работать с различными информационными системами и базами данных,5
2846,157,Обрабатывать информацию с использованием современных технических средств,5
2847,158,"Работать с программным обеспечением, используемым при обработке информации, поступающей в отдел технической поддержки",5
2848,158,Работать с различными операционными системами,5
2849,159,Сверять качество предоставляемых услуг с нормативными показателями,5
2850,159,Контролировать качество предоставляемых услуг,5
2851,160,Использовать программные и технические средства сбора и обработки данных,5
2852,160,Применять нормативно-техническую документацию в области обработки информации по работе с телекоммуникационным оборудованием,5
2853,161,"Применять нормативно-техническую документацию, касающуюся установки и настройки программного обеспечения",5
2854,161,Обеспечивать соблюдение правил установки и испытаний программных средств,5
2855,161,Устанавливать и настраивать программное обеспечение,5
2856,161,Проверять качество выполненных работ на соответствие требованиям проектной документации,5
2857,162,Диагностировать неполадку и устранять ее,5
2858,162,"Владеть сетевыми анализаторами, системами мониторинга",5
2859,163,Администрировать корпоративные сети,5
2860,163,Поддерживать актуальность сетевой инфраструктуры,5
2861,163,Применять новые технологии администрирования,5
2862,163,Вести электронные базы данных,5
2863,164,Выявлять и фиксировать отклонения от штатной работы оборудования,5
2864,164,Осуществлять оперативный анализ работы оборудования в режиме нормальной эксплуатации и в нештатных ситуациях,5
2865,164,Пользоваться технической документацией,5
2866,165,Выполнять работы по конфигурированию телекоммуникационного оборудования,5
2867,165,Пользоваться технической документацией,5
2868,166,Выполнять работы по отслеживанию состояния сети,5
2869,166,Определять необходимые параметры мониторинга,5
2870,166,Анализировать результаты мониторинга,5
2871,167,Организовывать обучение региональных специалистов новым системным средствам,5
2872,167,Осуществлять презентации новых программно-технических средств,5
2873,167,Проводить консультации по коммуникационному оборудованию и сетевым технологиям,5
2874,155,Теоретические основы сетевых технологий,6
2875,155,Принципы работы сетевого оборудования,6
2876,155,Операционные системы,6
2877,155,Порядок обработки обращений в службу техподдержки,6
2878,155,Система взаимодействия со смежными подразделениями организации,6
2879,155,Программное обеспечение для регистрации и обработки заявок,6
2880,155,"Основные технологические и конструктивные особенности, характеристики и потребительские свойства услуг, предоставляемых организацией",6
2881,155,Этика делового общения,6
2882,156,Основы электротехники,6
2883,156,Основы сетевых технологий,6
2884,156,Принципы работы сетевого оборудования,6
2885,156,"Документы, регламентирующие взаимодействие сотрудников технической поддержки с подразделениями организации",6
2886,156,Порядок обработки обращений в службу техподдержки,6
2887,156,Этика делового общения,6
2888,157,Основы электротехники,6
2889,157,Основы сетевых технологий,6
2890,157,Принципы работы сетевого оборудования,6
2891,157,Правила работы с различными информационными системами и базами данных,6
2892,158,Основы электротехники,6
2893,158,Основы сетевых технологий,6
2894,158,Принципы работы сетевого оборудования,6
2895,158,"Документы, регламентирующие взаимодействие сотрудников технической поддержки с подразделениями компании",6
2896,158,Операционные системы,6
2897,158,Этика делового общения,6
2898,159,Основы электротехники,6
2899,159,Основы сетевых технологий,6
2900,159,Принципы работы сетевого оборудования,6
2901,159,Качественные показатели работы оборудования,6
2902,159,Нормы времени для каждого вида работ,6
2903,159,Этика делового общения,6
2904,160,Основы электротехники,6
2905,160,Основы сетевых технологий,6
2906,160,Принципы работы сетевого оборудования,6
2907,160,Показатели использования и функционирования телекоммуникационного оборудования,6
2908,161,Основы электротехники,6
2909,161,Теоретические основы сетевых технологий,6
