,id_matching,id_profstandard_part,id_vacancy,id_vacancy_part,labels,name,prof_code,prof_name,prof_text,prof_type,sc,vac_text,vector_sim
3463,40,3463,24709692.0,18812,1.0,Начальник отдела автоматизации рабочих мест,6.011,Администратор баз данных,Обеспечение информационной безопасности на уровне БД Разработка регламентов и аудит системы безопасности данных Разрабатывать комплекс организационно-технических мероприятий по обеспечению безопасности данных на уровне БД,skills,0.08925043443209679,Участие в разработке технических заданий.,TfIdf
3364,40,3364,24709692.0,18812,1.0,Начальник отдела автоматизации рабочих мест,6.011,Администратор баз данных,Обеспечение информационной безопасности на уровне БД Разработка регламентов и аудит системы безопасности данных Разработка методик аудита системы безопасности данных на уровне БД,activities,0.08596147603195255,Участие в разработке технических заданий.,TfIdf
3565,41,3565,26185522.0,27025,1.0,Администратор Баз Данных Oracle,6.011,Администратор баз данных,"Управление развитием БД Контроль обновления версий БД Способы и технологии обновления БД, а также механизмы контроля обновления БД",knowledge,0.36456016361739446,"Автоматизация процессов, установка обновлений операционной системы и критических обновлений для ПО Oracle",TfIdf
3374,41,3374,26185522.0,27025,1.0,Администратор Баз Данных Oracle,6.011,Администратор баз данных,Управление развитием БД Разработка регламентов обновления версий программного обеспечения БД Разработка и описание типовых процессов по обновлению версий БД,activities,0.3138537617152304,"Автоматизация процессов, установка обновлений операционной системы и критических обновлений для ПО Oracle",TfIdf
3382,41,3382,26185522.0,27025,1.0,Администратор Баз Данных Oracle,6.011,Администратор баз данных,"Управление развитием БД Контроль обновления версий БД Планирование, проведение и анализ результатов проверки функционирования БД после обновления",activities,0.30760964296298005,"Автоматизация процессов, установка обновлений операционной системы и критических обновлений для ПО Oracle",TfIdf
3375,41,3375,26185522.0,27025,1.0,Администратор Баз Данных Oracle,6.011,Администратор баз данных,Управление развитием БД Разработка регламентов обновления версий программного обеспечения БД Подготовка регламентирующих документов по обновлению версий БД,activities,0.28367678089989146,"Автоматизация процессов, установка обновлений операционной системы и критических обновлений для ПО Oracle",TfIdf
3479,41,3479,26185522.0,27025,1.0,Администратор Баз Данных Oracle,6.011,Администратор баз данных,Управление развитием БД Контроль обновления версий БД Контролировать успешность выполнения работ по обновлению версии БД,skills,0.28328100755920216,"Автоматизация процессов, установка обновлений операционной системы и критических обновлений для ПО Oracle",TfIdf
3285,42,3285,27444754.0,29289,1.0,Администратор базы данных (Отдел эксплуатации баз данных),6.011,Администратор баз данных,Обеспечение функционирования БД Установка и настройка ПО для администрирования БД Настройка ПО для обеспечения работы администраторов с БД,activities,0.3707460121489179,"Знания ОС Linux, достаточные для настройки и сопровождения БД;",TfIdf
3495,42,3495,27444754.0,29289,1.0,Администратор базы данных (Отдел эксплуатации баз данных),6.011,Администратор баз данных,Обеспечение функционирования БД Установка и настройка ПО для администрирования БД Специальные знания по работе с установленной БД,knowledge,0.36340018157478676,"Знания ОС Linux, достаточные для настройки и сопровождения БД;",TfIdf
3286,42,3286,27444754.0,29289,1.0,Администратор базы данных (Отдел эксплуатации баз данных),6.011,Администратор баз данных,Обеспечение функционирования БД Установка и настройка ПО для администрирования БД Контроль результатов настройки ПО для обеспечения работы администраторов с БД,activities,0.35677906964625733,"Знания ОС Linux, достаточные для настройки и сопровождения БД;",TfIdf
2952,42,2952,27444754.0,29289,1.0,Администратор базы данных (Отдел эксплуатации баз данных),6.011,Администратор баз данных,Обеспечение функционирования БД Установка и настройка ПО для администрирования БД Младший администратор БД,posts,0.3248257299173404,"Знания ОС Linux, достаточные для настройки и сопровождения БД;",TfIdf
3282,42,3282,27444754.0,29289,1.0,Администратор базы данных (Отдел эксплуатации баз данных),6.011,Администратор баз данных,Обеспечение функционирования БД Установка и настройка программного обеспечения (ПО) для обеспечения работы пользователей с БД Настройка ПО для поддержки работы пользователей с БД,activities,0.32419126087988215,"Знания ОС Linux, достаточные для настройки и сопровождения БД;",TfIdf
3342,43,3342,24848548.0,19742,1.0,Администратор СУБД DB2,6.011,Администратор баз данных,Предотвращение потерь и повреждений данных Прогнозирование и оценка рисков сбоев в работе БД Поиск информации о сбоях и действиях по их устранению в различных источниках (в том числе в Интернете),activities,0.3134246701112039,"Анализ, локализация и устранение отказов и сбоев в работе СУБД DB2:  Прогнозирование узких мест производительности и принятие превентивных действий по их устранению;",TfIdf
3535,43,3535,24848548.0,19742,1.0,Администратор СУБД DB2,6.011,Администратор баз данных,"Предотвращение потерь и повреждений данных Прогнозирование и оценка рисков сбоев в работе БД Принципы функционирования программного обеспечения БД, типы сбоев в работе БД, методы устранения сбоев",knowledge,0.275542547064429,"Анализ, локализация и устранение отказов и сбоев в работе СУБД DB2:  Прогнозирование узких мест производительности и принятие превентивных действий по их устранению;",TfIdf
3329,43,3329,24848548.0,19742,1.0,Администратор СУБД DB2,6.011,Администратор баз данных,Предотвращение потерь и повреждений данных Анализ сбоев в работе БД и выявление их причин Взаимодействие со службами технической поддержки БД и поставщиков компонентов вычислительного комплекса с целью локализации и устранения сбоев,activities,0.269617503562298,"Анализ, локализация и устранение отказов и сбоев в работе СУБД DB2:  Прогнозирование узких мест производительности и принятие превентивных действий по их устранению;",TfIdf
3526,43,3526,24848548.0,19742,1.0,Администратор СУБД DB2,6.011,Администратор баз данных,"Предотвращение потерь и повреждений данных Анализ сбоев в работе БД и выявление их причин Типы сбоев и способы их устранения или обхода, полученные из опыта работы",knowledge,0.23605357859277643,"Анализ, локализация и устранение отказов и сбоев в работе СУБД DB2:  Прогнозирование узких мест производительности и принятие превентивных действий по их устранению;",TfIdf
3343,43,3343,24848548.0,19742,1.0,Администратор СУБД DB2,6.011,Администратор баз данных,Предотвращение потерь и повреждений данных Прогнозирование и оценка рисков сбоев в работе БД Прогнозирование и оценка рисков сбоев в работе БД,activities,0.2327663510650542,"Анализ, локализация и устранение отказов и сбоев в работе СУБД DB2:  Прогнозирование узких мест производительности и принятие превентивных действий по их устранению;",TfIdf
2940,44,2940,23731107.0,12787,1.0,Администратор распределенных in memory баз данных,6.011,Администратор баз данных,Обеспечение функционирования БД Резервное копирование БД Младший администратор БД,posts,0.0,Желание расти и обучаться.,TfIdf
3364,44,3364,23731107.0,12787,1.0,Администратор распределенных in memory баз данных,6.011,Администратор баз данных,Обеспечение информационной безопасности на уровне БД Разработка регламентов и аудит системы безопасности данных Разработка методик аудита системы безопасности данных на уровне БД,activities,0.0,Желание расти и обучаться.,TfIdf
3357,44,3357,23731107.0,12787,1.0,Администратор распределенных in memory баз данных,6.011,Администратор баз данных,Обеспечение информационной безопасности на уровне БД Разработка политики информационной безопасности на уровне БД Выбор основных средств поддержки информационной безопасности на уровне БД,activities,0.0,Желание расти и обучаться.,TfIdf
3358,44,3358,23731107.0,12787,1.0,Администратор распределенных in memory баз данных,6.011,Администратор баз данных,"Обеспечение информационной безопасности на уровне БД Контроль соблюдения регламентов по обеспечению безопасности на уровне БД Выявление действий, нарушающих регламент обеспечения безопасности на уровне БД",activities,0.0,Желание расти и обучаться.,TfIdf
3359,44,3359,23731107.0,12787,1.0,Администратор распределенных in memory баз данных,6.011,Администратор баз данных,Обеспечение информационной безопасности на уровне БД Контроль соблюдения регламентов по обеспечению безопасности на уровне БД Корректировка действий при отклонении от регламента обеспечения безопасности на уровне БД,activities,0.0,Желание расти и обучаться.,TfIdf
3299,45,3299,26030613.0,26130,1.0,Администратор баз данных,6.011,Администратор баз данных,Оптимизация функционирования БД Оптимизация производительности БД Анализ возможностей по управлению оптимизацией производительности БД,activities,0.3284869202839191,"Анализ производительности запросов и их оптимизация (план выполнения, индексирование, SQL Profiler)",TfIdf
3305,45,3305,26030613.0,26130,1.0,Администратор баз данных,6.011,Администратор баз данных,Оптимизация функционирования БД Оптимизация выполнения запросов к БД Выбор критериев оптимизации выполнения запросов к БД,activities,0.32568435010205127,"Анализ производительности запросов и их оптимизация (план выполнения, индексирование, SQL Profiler)",TfIdf
3413,45,3413,26030613.0,26130,1.0,Администратор баз данных,6.011,Администратор баз данных,Оптимизация функционирования БД Оптимизация выполнения запросов к БД Применять языки и системы программирования БД для оптимизации выполнения запросов,skills,0.3243221282098036,"Анализ производительности запросов и их оптимизация (план выполнения, индексирование, SQL Profiler)",TfIdf
3510,45,3510,26030613.0,26130,1.0,Администратор баз данных,6.011,Администратор баз данных,Оптимизация функционирования БД Оптимизация выполнения запросов к БД Основы статистического анализа,knowledge,0.3152116340243135,"Анализ производительности запросов и их оптимизация (план выполнения, индексирование, SQL Profiler)",TfIdf
3306,45,3306,26030613.0,26130,1.0,Администратор баз данных,6.011,Администратор баз данных,Оптимизация функционирования БД Оптимизация выполнения запросов к БД Оптимизация выполнения статистически значимых запросов к БД,activities,0.3069977336849321,"Анализ производительности запросов и их оптимизация (план выполнения, индексирование, SQL Profiler)",TfIdf
3488,46,3488,23875148.0,13544,1.0,Oracle DBA / Администратор СУБД Oracle,6.011,Администратор баз данных,Обеспечение функционирования БД Управление доступом к БД Основы управления учетными записями пользователей,knowledge,0.28370965920122704,Управление документацией,TfIdf
3393,46,3393,23875148.0,13544,1.0,Oracle DBA / Администратор СУБД Oracle,6.011,Администратор баз данных,Обеспечение функционирования БД Управление доступом к БД Применять специальные процедуры управления правами доступа пользователей,skills,0.25126023079285564,Управление документацией,TfIdf
3569,46,3569,23875148.0,13544,1.0,Oracle DBA / Администратор СУБД Oracle,6.011,Администратор баз данных,Управление развитием БД Планирование организационной структуры подразделения и развития кадрового потенциала Менеджмент и управление в информационных технологиях,knowledge,0.2379723795977044,Управление документацией,TfIdf
3307,46,3307,23875148.0,13544,1.0,Oracle DBA / Администратор СУБД Oracle,6.011,Администратор баз данных,"Оптимизация функционирования БД Оптимизация управления жизненным циклом данных, хранящихся в БД Управление распределением данных в памяти",activities,0.22007138658200925,Управление документацией,TfIdf
3415,46,3415,23875148.0,13544,1.0,Oracle DBA / Администратор СУБД Oracle,6.011,Администратор баз данных,"Оптимизация функционирования БД Оптимизация управления жизненным циклом данных, хранящихся в БД Настраивать системы управления распределением данных в памяти",skills,0.21048608133568422,Управление документацией,TfIdf
3565,47,3565,22601733.0,5137,1.0,Администратор Oracle WebLogic,6.011,Администратор баз данных,"Управление развитием БД Контроль обновления версий БД Способы и технологии обновления БД, а также механизмы контроля обновления БД",knowledge,0.158274308240127,Участие в установке обновлений Oracle WebLogic на продуктивную среду в рамках отведенного времени;,TfIdf
3382,47,3382,22601733.0,5137,1.0,Администратор Oracle WebLogic,6.011,Администратор баз данных,"Управление развитием БД Контроль обновления версий БД Планирование, проведение и анализ результатов проверки функционирования БД после обновления",activities,0.13354915952653224,Участие в установке обновлений Oracle WebLogic на продуктивную среду в рамках отведенного времени;,TfIdf
3375,47,3375,22601733.0,5137,1.0,Администратор Oracle WebLogic,6.011,Администратор баз данных,Управление развитием БД Разработка регламентов обновления версий программного обеспечения БД Подготовка регламентирующих документов по обновлению версий БД,activities,0.1231586737706141,Участие в установке обновлений Oracle WebLogic на продуктивную среду в рамках отведенного времени;,TfIdf
3479,47,3479,22601733.0,5137,1.0,Администратор Oracle WebLogic,6.011,Администратор баз данных,Управление развитием БД Контроль обновления версий БД Контролировать успешность выполнения работ по обновлению версии БД,skills,0.1229868482176082,Участие в установке обновлений Oracle WebLogic на продуктивную среду в рамках отведенного времени;,TfIdf
3374,47,3374,22601733.0,5137,1.0,Администратор Oracle WebLogic,6.011,Администратор баз данных,Управление развитием БД Разработка регламентов обновления версий программного обеспечения БД Разработка и описание типовых процессов по обновлению версий БД,activities,0.12153330535475064,Участие в установке обновлений Oracle WebLogic на продуктивную среду в рамках отведенного времени;,TfIdf
3461,48,3461,27846270.0,31378,1.0,Администратор баз данных,6.011,Администратор баз данных,Обеспечение информационной безопасности на уровне БД Оптимизация работы систем безопасности с целью уменьшения нагрузки на работу БД Оценивать степень нагрузки различных инструментов обеспечения безопасности на производительность БД,skills,0.22486486192402091,Навыки в области мониторинга производительности SQL серверов под нагрузкой и выявление проблемных мест;,TfIdf
3550,48,3550,27846270.0,31378,1.0,Администратор баз данных,6.011,Администратор баз данных,"Обеспечение информационной безопасности на уровне БД Оптимизация работы систем безопасности с целью уменьшения нагрузки на работу БД Характеристики различных систем обеспечения безопасности, влияющие на производительность БД",knowledge,0.1514048172727942,Навыки в области мониторинга производительности SQL серверов под нагрузкой и выявление проблемных мест;,TfIdf
3362,48,3362,27846270.0,31378,1.0,Администратор баз данных,6.011,Администратор баз данных,Обеспечение информационной безопасности на уровне БД Оптимизация работы систем безопасности с целью уменьшения нагрузки на работу БД Выбор наиболее эффективных путей снижения нагрузки при обеспечении заданного уровня безопасности данных на уровне БД,activities,0.1493874670125356,Навыки в области мониторинга производительности SQL серверов под нагрузкой и выявление проблемных мест;,TfIdf
3299,48,3299,27846270.0,31378,1.0,Администратор баз данных,6.011,Администратор баз данных,Оптимизация функционирования БД Оптимизация производительности БД Анализ возможностей по управлению оптимизацией производительности БД,activities,0.14532361645518577,Навыки в области мониторинга производительности SQL серверов под нагрузкой и выявление проблемных мест;,TfIdf
3361,48,3361,27846270.0,31378,1.0,Администратор баз данных,6.011,Администратор баз данных,Обеспечение информационной безопасности на уровне БД Оптимизация работы систем безопасности с целью уменьшения нагрузки на работу БД Определение возможностей оптимизации работы систем безопасности с целью уменьшения нагрузки на работу БД,activities,0.14466331811293784,Навыки в области мониторинга производительности SQL серверов под нагрузкой и выявление проблемных мест;,TfIdf
3275,49,3275,26006389.0,26047,1.0,Администратор БД Oracle,6.011,Администратор баз данных,Обеспечение функционирования БД Восстановление БД Запуск процедуры восстановления БД,activities,0.18189051674883192,"Конфигурирование и поддержка процедур и механизмов репликации БД (Oracle Standby, Oracle Data Guard, RMAN Duplicate)",TfIdf
3276,49,3276,26006389.0,26047,1.0,Администратор БД Oracle,6.011,Администратор баз данных,Обеспечение функционирования БД Восстановление БД Мониторинг выполнения процедуры восстановления БД,activities,0.1812676984962139,"Конфигурирование и поддержка процедур и механизмов репликации БД (Oracle Standby, Oracle Data Guard, RMAN Duplicate)",TfIdf
3277,49,3277,26006389.0,26047,1.0,Администратор БД Oracle,6.011,Администратор баз данных,Обеспечение функционирования БД Восстановление БД Контроль завершения процедуры восстановления БД,activities,0.17575291469766785,"Конфигурирование и поддержка процедур и механизмов репликации БД (Oracle Standby, Oracle Data Guard, RMAN Duplicate)",TfIdf
3395,49,3395,26006389.0,26047,1.0,Администратор БД Oracle,6.011,Администратор баз данных,Обеспечение функционирования БД Установка и настройка программного обеспечения (ПО) для обеспечения работы пользователей с БД Применять специальные процедуры установки ПО для поддержки работы пользователей с БД,skills,0.17194412503398454,"Конфигурирование и поддержка процедур и механизмов репликации БД (Oracle Standby, Oracle Data Guard, RMAN Duplicate)",TfIdf
3565,49,3565,26006389.0,26047,1.0,Администратор БД Oracle,6.011,Администратор баз данных,"Управление развитием БД Контроль обновления версий БД Способы и технологии обновления БД, а также механизмы контроля обновления БД",knowledge,0.17013289068423623,"Конфигурирование и поддержка процедур и механизмов репликации БД (Oracle Standby, Oracle Data Guard, RMAN Duplicate)",TfIdf
3471,50,3471,26030613.0,26129,1.0,Администратор баз данных,6.011,Администратор баз данных,Управление развитием БД Разработка регламентов обновления версий программного обеспечения БД Разрабатывать и описывать бизнес-процессы,skills,0.19529020068083505,Автоматизация учета и бизнес-процессов,TfIdf
3560,50,3560,26030613.0,26129,1.0,Администратор баз данных,6.011,Администратор баз данных,Управление развитием БД Разработка регламентов обновления версий программного обеспечения БД Принципы построения бизнес-процессов и алгоритмов работы,knowledge,0.19370259279257027,Автоматизация учета и бизнес-процессов,TfIdf
3291,50,3291,26030613.0,26129,1.0,Администратор баз данных,6.011,Администратор баз данных,"Обеспечение функционирования БД Протоколирование событий, возникающих в процессе работы БД Ведение журнала учета отклонений от штатной работы БД",activities,0.17210625463732532,Автоматизация учета и бизнес-процессов,TfIdf
3473,50,3473,26030613.0,26129,1.0,Администратор баз данных,6.011,Администратор баз данных,Управление развитием БД Разработка регламентов по миграции БД на новые платформы и новые версии ПО Разрабатывать и описывать бизнес-процессы,skills,0.16364872781675832,Автоматизация учета и бизнес-процессов,TfIdf
3562,50,3562,26030613.0,26129,1.0,Администратор баз данных,6.011,Администратор баз данных,Управление развитием БД Разработка регламентов по миграции БД на новые платформы и новые версии ПО Принципы построения бизнес-процессов и алгоритмов работы,knowledge,0.16271113107212623,Автоматизация учета и бизнес-процессов,TfIdf
2940,51,2940,24256009.0,15811,1.0,Администратор баз данных,6.011,Администратор баз данных,Обеспечение функционирования БД Резервное копирование БД Младший администратор БД,posts,0.0,"Clustering, Mirroring, AlwaysOn.",TfIdf
3364,51,3364,24256009.0,15811,1.0,Администратор баз данных,6.011,Администратор баз данных,Обеспечение информационной безопасности на уровне БД Разработка регламентов и аудит системы безопасности данных Разработка методик аудита системы безопасности данных на уровне БД,activities,0.0,"Clustering, Mirroring, AlwaysOn.",TfIdf
3357,51,3357,24256009.0,15811,1.0,Администратор баз данных,6.011,Администратор баз данных,Обеспечение информационной безопасности на уровне БД Разработка политики информационной безопасности на уровне БД Выбор основных средств поддержки информационной безопасности на уровне БД,activities,0.0,"Clustering, Mirroring, AlwaysOn.",TfIdf
3358,51,3358,24256009.0,15811,1.0,Администратор баз данных,6.011,Администратор баз данных,"Обеспечение информационной безопасности на уровне БД Контроль соблюдения регламентов по обеспечению безопасности на уровне БД Выявление действий, нарушающих регламент обеспечения безопасности на уровне БД",activities,0.0,"Clustering, Mirroring, AlwaysOn.",TfIdf
3359,51,3359,24256009.0,15811,1.0,Администратор баз данных,6.011,Администратор баз данных,Обеспечение информационной безопасности на уровне БД Контроль соблюдения регламентов по обеспечению безопасности на уровне БД Корректировка действий при отклонении от регламента обеспечения безопасности на уровне БД,activities,0.0,"Clustering, Mirroring, AlwaysOn.",TfIdf
3299,52,3299,23582490.0,11886,1.0,Главный администратор СУБД отдела поддержки баз данных розничных систем,6.011,Администратор баз данных,Оптимизация функционирования БД Оптимизация производительности БД Анализ возможностей по управлению оптимизацией производительности БД,activities,0.4555051610035127,"Анализ производительности СУБД, принятие мер и выработка рекомендаций по оптимизации производительности;",TfIdf
3300,52,3300,23582490.0,11886,1.0,Главный администратор СУБД отдела поддержки баз данных розничных систем,6.011,Администратор баз данных,Оптимизация функционирования БД Оптимизация производительности БД Выбор критериев оптимизации производительности БД,activities,0.4166047787768109,"Анализ производительности СУБД, принятие мер и выработка рекомендаций по оптимизации производительности;",TfIdf
3409,52,3409,23582490.0,11886,1.0,Главный администратор СУБД отдела поддержки баз данных розничных систем,6.011,Администратор баз данных,Оптимизация функционирования БД Оптимизация производительности БД Применять методы оптимизации производительности БД и контролировать полученные результаты,skills,0.39501297704418525,"Анализ производительности СУБД, принятие мер и выработка рекомендаций по оптимизации производительности;",TfIdf
2971,52,2971,23582490.0,11886,1.0,Главный администратор СУБД отдела поддержки баз данных розничных систем,6.011,Администратор баз данных,Оптимизация функционирования БД Оптимизация производительности БД Специалист,posts,0.36014069285999206,"Анализ производительности СУБД, принятие мер и выработка рекомендаций по оптимизации производительности;",TfIdf
2970,52,2970,23582490.0,11886,1.0,Главный администратор СУБД отдела поддержки баз данных розничных систем,6.011,Администратор баз данных,Оптимизация функционирования БД Оптимизация производительности БД Системный администратор,posts,0.3425010886273192,"Анализ производительности СУБД, принятие мер и выработка рекомендаций по оптимизации производительности;",TfIdf
3438,53,3438,22829818.0,6710,1.0,Администратор баз данных,6.011,Администратор баз данных,"Предотвращение потерь и повреждений данных Мониторинг работы программно-аппаратного обеспечения БД Выбирать способ действия в изменяющихся условиях рабочей ситуации; контролировать, оценивать и корректировать свои действия",skills,0.23933217437547952,Мониторинг и проактивные действия связанные с доступностью баз данных;,TfIdf
3400,53,3400,22829818.0,6710,1.0,Администратор баз данных,6.011,Администратор баз данных,"Обеспечение функционирования БД Мониторинг событий, возникающих в процессе работы БД Выбирать способ действия из известных; контролировать, оценивать и корректировать свои действия",skills,0.22841859044276203,Мониторинг и проактивные действия связанные с доступностью баз данных;,TfIdf
3429,53,3429,22829818.0,6710,1.0,Администратор баз данных,6.011,Администратор баз данных,"Предотвращение потерь и повреждений данных Проведение процедуры восстановления данных после сбоя Выбирать способ действия в изменяющихся условиях рабочей ситуации; контролировать, оценивать и корректировать свои действия",skills,0.21271941072084968,Мониторинг и проактивные действия связанные с доступностью баз данных;,TfIdf
3406,53,3406,22829818.0,6710,1.0,Администратор баз данных,6.011,Администратор баз данных,"Оптимизация функционирования БД Мониторинг работы БД, сбор статистической информации о работе БД Выбирать способ действия в изменяющихся условиях рабочей ситуации; контролировать, оценивать и корректировать свои действия",skills,0.198287279001564,Мониторинг и проактивные действия связанные с доступностью баз данных;,TfIdf
3425,53,3425,22829818.0,6710,1.0,Администратор баз данных,6.011,Администратор баз данных,"Предотвращение потерь и повреждений данных Разработка регламентов восстановления БД Выбирать способ действия в изменяющихся условиях рабочей ситуации; контролировать, оценивать и корректировать свои действия",skills,0.18948948094168833,Мониторинг и проактивные действия связанные с доступностью баз данных;,TfIdf
3295,54,3295,23018880.0,8330,1.0,Администратор б‎аз данных Oracle,6.011,Администратор баз данных,"Оптимизация функционирования БД Мониторинг работы БД, сбор статистической информации о работе БД Анализ полученных статистических данных, формирование выводов об эффективности работы БД",activities,0.7603077036555821,Сбор и анализ статистической информации о работе БД.,TfIdf
3404,54,3404,23018880.0,8330,1.0,Администратор б‎аз данных Oracle,6.011,Администратор баз данных,"Оптимизация функционирования БД Мониторинг работы БД, сбор статистической информации о работе БД Обрабатывать статистические данные, применять методы статистических расчетов",skills,0.7526413941433333,Сбор и анализ статистической информации о работе БД.,TfIdf
3501,54,3501,23018880.0,8330,1.0,Администратор б‎аз данных Oracle,6.011,Администратор баз данных,"Оптимизация функционирования БД Мониторинг работы БД, сбор статистической информации о работе БД Методы статистических исследований результатов испытаний",knowledge,0.7465549174655788,Сбор и анализ статистической информации о работе БД.,TfIdf
3294,54,3294,23018880.0,8330,1.0,Администратор б‎аз данных Oracle,6.011,Администратор баз данных,"Оптимизация функционирования БД Мониторинг работы БД, сбор статистической информации о работе БД Выбор основных статистических показателей работы БД",activities,0.745966767414542,Сбор и анализ статистической информации о работе БД.,TfIdf
2963,54,2963,23018880.0,8330,1.0,Администратор б‎аз данных Oracle,6.011,Администратор баз данных,"Оптимизация функционирования БД Мониторинг работы БД, сбор статистической информации о работе БД Специалист",posts,0.7160172359291501,Сбор и анализ статистической информации о работе БД.,TfIdf
3170,55,3170,24256009.0,15812,1.0,Администратор баз данных,6.011,Администратор баз данных,Предотвращение потерь и повреждений данных Разработка стратегии резервного копирования БД Высшее образование - бакалавриат,education_and_training_requirements,0.17870360173991073,Выработка оптимальной стратегии поддержания высокой доступности в зависимости от стоимости данных.,TfIdf
3516,55,3516,24256009.0,15812,1.0,Администратор баз данных,6.011,Администратор баз данных,Предотвращение потерь и повреждений данных Разработка стратегии резервного копирования БД Достаточная квалификация для понимания принципов взаимодействия прикладной системы с данной БД,knowledge,0.13980431178410113,Выработка оптимальной стратегии поддержания высокой доступности в зависимости от стоимости данных.,TfIdf
