id,vacancy_id,text,type_id
4263,22685364,"Аналитический склад ума, логичность в рассуждениях, коммуникабельность, хорошие презентационные навыки, открытость, ответственность, инициативность, обучаемость.",2
4264,22685840,Развитие продаж продуктов компании GroupIB:,1
4265,22685840,"Опыт продаж продуктов ИБ B2B, B2G от 3х лет",2
4266,22685840,Понимание принципов работы канала продаж,2
4267,22685840,"Приветствуется знание продуктов вендоров: FireEye, CheckPoint, KATA, TrendMicro DeepDiscovery",2
4268,22687118,"нам требуется проактивный менеджер по разработке программных продуктов, способный с закрытыми глазами координировать работу своей команды, быть жилеткой и жгучим перцем для сотрудников, вести отчетность по проектам, взаимодействовать с клиентами.",2
4269,22687118,"мы рады знакомству с выпускниками вузов, имеющими реальный опыт проектного управления, а может даже создававшими или развивавшими успешный IT-продукт.",2
4270,22687118,"Для которых Scrum, Agile не просто модные слова, а стиль жизни.",2
4271,22687118,"Которые могут четко выражать свои мысли не только на русском, но и на английском языке.",2
4272,22688292,Разработка системного программного обеспечения  гибридная СХД scale-out СХД c поддержкой серверной виртуализации система мониторинга внутренние инструменты разработки  ,1
4273,22688292,гибридная СХД,1
4274,22688292,scale-out СХД c поддержкой серверной виртуализации,1
4275,22688292,система мониторинга,1
4276,22688292,внутренние инструменты разработки,1
4277,22688292,Исследование стороннего ПО,1
4278,22688292,Работа с чужими исходниками на самых разных языках программирования,1
4279,22688292,"Документирование исходного кода, методик и исследований",1
4280,22688292,"Сопровождение ПО (разработка патчей, консультирование инженеров)",1
4281,22688292,Программирование на уровне ядра OS Linux (Linux kernel space),2
4282,22688292,"Системное программирование C, ASM;",2
4283,22688292,Технический английский (чтение и восприятие документацию на английском языке).,2
4284,22688292,Опыта аналогичной работы от 3-х лет,2
4285,22688602,Управление отделом сопровождения;,1
4286,22688602,Активное участие в производственных процессах по сопровождения ПО;,1
4287,22688602,Активное участие в согласовании договоров и условий сопровождения заказчиков.,1
4288,22688602,Высшее образование;,2
4289,22688602,Опыт руководства группой/отделом внедрения/сопровождения;,2
4290,22688602,"Опыт распределения задач, определения приоритетов и сроков исполнения, контроля выполнения;",2
4291,22688602,Опыт согласования договоров поддержки и условий осуществления поддержки (SLA);,2
4292,22688602,Знание процессов разработки и внедрения программного обеспечения;,2
4293,22688602,Отличные знания и понимание процесса поддержки программного обеспечения;,2
4294,22688602,"Знание продуктов поддержки жизненного цикла: системы контроля версий (SVN), управления требованиями, bug tracking’а (Jira), планирования (MS Project);",2
4295,22688602,"Сильные лидерские качества, умение объяснять и убеждать, хорошие коммуникационные навыки, способность самостоятельной работы и организации работы, клиентоориентированность, стрессоустойчивость, ответственность, инициативность.",2
4296,22689656,Поиск клиентов по РФ на предмет предоставления услуг по таможенной очистки грузов и перевозки импорта,1
4297,22689656,Расчет ставки по перевозке и таможенной очистке грузов (обучаем),1
4298,22689656,Предоставление интересов компании в таможенных органах (таможенный пост в Кронштадте),1
4299,22689656,Реклама в интернете и социальных сетях,1
4300,22689656,Поиск тендеров и встреча с потенциальными клиентами.,1
4301,22689656,Подразумеваются командировки по РФ,1
4302,22689656,"Нужен универсальный сотрудник, который не боится работать в разных направлениях",2
4303,22689656,Высшее образование,2
4304,22689656,Опытный пользователь ПК (Microsoft Office),2
4305,22689656,"Права категории ""В""",2
4306,22689656,"Знание английского или финского языков, навыки программирования и опыт продаж будут плюсом",2
4307,22695202,"Разработка проектной документации (слаботочные системы, локальные вычислительные сети),",1
4308,22695202,"подготовка ведомости объёма работ, подготовка сметной документации (желательно)",1
4309,22695202,Профессиональные знания AUTOCAD,2
4310,22695202,"первоначальные знания о слаботочных системах, IP-адресации",2
4311,22695202,Приветствуется знания подготовки сметной документации,2
4312,22695912,проектирование архитектуры внутреннего корпоративного портала на базе Microsoft SharePoint,1
4313,22695912,проектирование приложений для внутреннего корпоративного портала на базе Microsoft SharePoint,1
4314,22695912,"автоматизация рабочих процессов, интеграция с бизнес-приложениями и реализация других потребностей внутренних заказчиков на основе Microsoft SharePoint",1
4315,22695912,"разработка технической, пользовательской и эксплуатационной документации",1
4316,22695912,расширение функционала существующих сервисов и решений,1
4317,22695912,разработка и внедрение программных решений на базе Microsoft SharePoint,1
4318,22696892,"Анализ протоколов сетей 2G/3G/LTE на базе trace, захвата сигнального обмена, локализация и устранение обнаруженных проблем;",1
4319,22696892,"Точечная оптимизация топологии сети (fine tuning) для улучшения клиентского опыта (углы, азимуты, высоты подвеса);",1
4320,22696892,"Выполнение работ по выявлению, анализу и устранению неисправностей, нарушающих качественное предоставление услуг сети радио доступа;",1
4321,22696892,"Выявляет худшие соты/базовые станции с наиболее низкими значениями КПЭ на основании анализа статистических данных и данных проведенных драйв-тестов, формирует решение по улучшению качества работы сети радиодоступа;",1
4322,22696892,Выполнение работ по проверке качества работы новых вводимых БС 2\3\4G;,1
4323,22696892,Высшее техническое образование в области телекоммуникаций;,2
4324,22696892,Знание основ сетей радиодоступа;,2
4325,22696892,Знание стандартов и принципов работы сетей сотовой связи,2
4326,22696892,"Опыт работы с оборудованием вендоров Ericsson, Huawei;",2
4327,22696892,Английский язык в объеме чтения документации.,2
4328,22697225,Креативная разработка баннеров по техническим требованиям площадок размещения,1
4329,22697225,Адаптация креативов баннеров под разные размеры,1
4330,22697225,Разработка дизайна целевых страниц (landing-pages) в рамках уже разработанных шаблонов,1
4331,22697225,Разработка креативных концепций веб-баннеров,1
4332,22697225,Разработка ресайзов баннеров на основе разработанных ранее креативных концепций,1
4333,22697225,Разработка макетов страниц сайтов на основе утвержденных концепций,1
4334,22697225,"Главный критерий - отличное портфолио по web-разработкам: в первую очередь баннерам, лендовым страницам",2
4335,22697225,Профессиональное владение графическими пакетами,2
4336,22697225,Опыт веб-дизайна от 1 года,2
4337,22697225,Умение разрабатывать анимированные баннеры: GIF и Flash,2
4338,22697225,Знание принципов визуальной коммуникации в интернете,2
4339,22697225,Отличные навыки создания инфографики,2
4340,22697225,Умение и желание работать в команде,2
4341,22697225,"Креативность, исполнительность",2
4342,22697225,Умение работать в условиях жестких сроков и над большим количеством задач,2
4343,22698187,"Планирование IT-проектов с учетом требуемого качества, сроков и бюджета.",1
4344,22698187,"Подготовка, согласование и оценка бюджета и рентабельности IT-проектов.",1
4345,22698187,"Определение и постановка внутренних целей IT-проектов, планирование задач и процессов проектов.",1
4346,22698187,"Защита IT-проектов на проектном комитете, подготовка и заключение контрактов.",1
4347,22698187,"Планирование, формирование состава и руководство рабочими группами IT-проектов, организация и координация работ.",1
4348,22698187,Организация взаимодействия рабочей группы IT-проекта и других подразделений компании с заказчиками и получателями.,1
4349,22698187,"Планирование, оценка рисков и их стоимости.",1
4350,22698187,Организация регулярных встреч рабочих групп и осуществление контроля за исполнением IT-проектов.,1
4351,22698187,"Планирование и организация коммуникаций в IT-проектах, проведение переговоров поиск и выбор внешних поставщиков.",1
4352,22698187,Планирование и управление логистикой/поставкой.,1
4353,22698187,Организация и управление процессами оформления IT-проектов в рамках реализации и завершения проектов.,1
4354,22698187,Отчетность о ходе IT-проектов.,1
4355,22698187,"Организация и обеспечение сервисного сопровождения, передача проектов в сервисное подразделение.",1
4356,22698187,"Подготовка презентаций и проведение Project Review, организация, подготовка и запуск программы по истории успеха проекта.",1
4357,22698187,Практический опыт работы в качестве менеджера проекта в области ИТ от 3-х лет.,2
4358,22698187,"Уверенное владение MS Project Professional и MS Project Web Access и основными офисными приложениями (Excel, Word, PowerPoint, Visio, Access).",2
4359,22698187,Практический опыт ведения проектов по созданию решений по построению ИТ-инфраструктуры и ЦОД.,2
4360,22698187,Знания принципов планирования и контроля выполнения работ.,2
4361,22698187,Знания и практический опыт договорной деятельности.,2
4362,22698187,"Знание ГОСТ 34, ГОСТ 21 (как преимущество).",2
4363,22698187,"Желательно – PMBOK, опыт работы в крупном интеграторе.",2
4364,22698187,Желательно - высшее техническое образование.,2
4365,22699281,"Эксплуатация и техобслуживание оборудования связи NSN, Huawei;",1
4366,22699281,Управление служебным автотранспортом;,1
4367,22699281,Выполнение верхолазных работ после обучения;,1
4368,22699281,"Диагностика, локализация и организация решения проблем на сети СПС;",1
4369,22699281,"Обнаружение и регистрация неисправностей, локализация, анализ, диагностика и устранение неисправностей, устранение аварий на сети;",1
4370,22699281,Проведение работ по расширению сети;,1
4371,22699281,Участие в работах по модернизации и расширению действующего оборудования сети;,1
4372,22699281,Ведение технической документации.,1
4373,22699281,Высшее техническое образование;,2
4374,22699281,Опыт работы в сфере связи (желателен);,2
4375,22699281,Английский язык (чтение и перевод технич. текстов);,2
4376,22699281,"Знание основных технологий функционирования систем сотовой и фиксированной связи, знакомство с основными перспективными технологиями связи(желательно);",2
4377,22699281,"Знание протоколов семейства TCP/IP, SS7.",2
4378,22699281,(желательно);,2
4379,22699281,Знание ПК: уверенное владение MS Excel;,2
4380,22699281,Знание принципов построения и работы сетей подвижной радиосвязи (желательно);,2
4381,22699281,Наличие прав кат.В;,2
4382,22699281,Умение работать в команде;,2
4383,22699281,Исполнительность;,2
4384,22699281,Обучаемость;,2
4385,22699281,Умение ориентироваться в ситуации и оперативно принимать решения.,2
4386,22700563,Разработка программного обеспечения для одноплатных ПК под управлением ОС Linux;,1
4387,22700563,Сборка ядра Linux для SoC ARM;,1
4388,22700563,"Документирование кода, описание разрабатываемых компонентов;",1
4389,22700563,Оценка сроков исполнения задач;,1
4390,22700563,Отчетность в системе ведения проектов,1
4391,22700563,Знание общей архитектуры ядра Linux и опыт разработки под Linux;,2
4392,22700563,"Знание языков программирования С, С++ и компиляции программ под архитектуру ARM;",2
4393,22700563,"Знание взаимодействия с внешними устройствами (Ethernet, WiFi, модемы);",2
4394,22700563,"Знание интерфейсов и протоколов mPCIe, GPIO, UART, USB, I2C, SPI, TCP/IP;",2
4395,22700563,"Опыт работы с чужим кодом, рефакторинг;",2
4396,22700563,Опыт работы с системой контроля версий (Git);,2
4397,22700563,"Умение работать в команде, пунктуальность, ответственность при выполнении задач;",2
4398,22700563,Знание принципов работы систем мобильной связи (GSM/WCDMA/HSPA/LTE);,2
4399,22700563,"Создание программных модулей (драйверов) для осуществления передачи данных по SPI, USB, Ethernet на FPGA",2
4400,22700959,"Активные телефонные продажи,",1
4401,22700959,"Ведение базы данных потенциальных клиентов,",1
4402,22700959,"Презентации on-line систем с помощью телефона через интернет, переговоры с главными бухгалтерами, юристами, кадровиками, руководителями,",1
4403,22700959,"Завершение продажи, оформление документов.",1
4404,22700959,"Образование- не ниже среднего профессионального,",2
4405,22700959,Опыт продаж будет являться преимуществом;,2
4406,22700959,"Активность, общительность, умение общаться по телефону, нацеленность на результат;",2
4407,22700959,"Клиентоориентированность,",2
4408,22700959,Стремление развиваться в сфере продаж интеллектуальных продуктов;,2
4409,22700959,Желание хорошо зарабатывать.,2
4410,22702752,"Взаимодействие с заказчиком  Ведение переговоров, сбор, систематизация и формализация требований;",1
4411,22702752,Консультирование Заказчиков;,1
4412,22702752,Защита разработанных решений перед Заказчиком;,1
4413,22702752,"Взаимодействие с Заказчиком на всех этапах выполнения проекта, в качестве эксперта.",1
4414,22702752,"Ведение переговоров, сбор, систематизация и формализация требований;",1
4415,22702752,Консультирование Заказчиков;,1
4416,22702752,Защита разработанных решений перед Заказчиком;,1
4417,22702752,"Взаимодействие с Заказчиком на всех этапах выполнения проекта, в качестве эксперта.",1
4418,22702752,"Проектирование  Концептуальное проектирование ИТ-решений, разработка архитектуры IT-инфраструктуры, формирование ТЗ, спецификаций;",1
4419,22702752,"Проведение анализа рынка ИТ-решений, выбор платформ, решений, систем, оборудования, производителей;",1
4420,22702752,"Участие в формировании технико-коммерческих предложений, презентации, конкурсных предложений в качестве эксперта;",1
4421,22702752,Проведение предварительных расчетов стоимости решений.,1
4422,22702752,"Концептуальное проектирование ИТ-решений, разработка архитектуры IT-инфраструктуры, формирование ТЗ, спецификаций;",1
4423,22702752,"Проведение анализа рынка ИТ-решений, выбор платформ, решений, систем, оборудования, производителей;",1
4424,22702752,"Участие в формировании технико-коммерческих предложений, презентации, конкурсных предложений в качестве эксперта;",1
4425,22702752,Проведение предварительных расчетов стоимости решений.,1
4426,22702752,"Контроль качества  Разработка требований к моделированию архитектуры и принципов построения архитектуры, технических политик компании;",1
4427,22702752,Оценка полноты и качества проработки требований к ИТ-решениям;,1
4428,22702752,Аудит технических решений на соответствии технических политик компании;,1
4429,22702752,Аудит и согласование проектной документации – контроль соблюдения требований к моделированию ИТ-архитектуры и принципов построения ИТ-архитектуры.,1
4430,22702752,"Разработка требований к моделированию архитектуры и принципов построения архитектуры, технических политик компании;",1
4431,22702752,Оценка полноты и качества проработки требований к ИТ-решениям;,1
4432,22702752,Аудит технических решений на соответствии технических политик компании;,1
4433,22702752,Аудит и согласование проектной документации – контроль соблюдения требований к моделированию ИТ-архитектуры и принципов построения ИТ-архитектуры.,1
4434,22702752,"Перспективное развитие  Исследование развития технологий, продуктов, тенденций на рынке информационных технологий.",1
4435,22702752,Участие в развитии новых технологических направлений.,1
4436,22702752,"Исследование развития технологий, продуктов, тенденций на рынке информационных технологий.",1
4437,22702752,Участие в развитии новых технологических направлений.,1
4438,22702752,"Инфраструктура  Знание общемировых практик построения вычислительных инфраструктур крупных корпораций, центров обработки данных;",2
4439,22702752,Знания и опыт проектирования аппаратных конфигураций на основе решений вендоров и разработки проектной документации;,2
4440,22702752,"Знание линеек оборудования: Hewlett-Packard Enterprise, Hitachi, IBM/Lenovo, EMC, Dell, Fujitsu, Cisco, NetApp, и другие;",2
4441,22702752,Опыт в проектировании и внедрении инфраструктурных решений в масштабах 1000+ пользователей;,2
4442,22702752,"Опыт реализации проектов с бюджетом свыше 500K$ в качестве системного архитектора, ГИПа;",2
4443,22702752,Понимание и опыт обслуживания mission-critical систем принципов подходов к построению подобного рода систем;,2
4444,22702752,Понимание в лицензировании ПО и опыт по оптимизации лицензирования.,2
4445,22702752,"Знание общемировых практик построения вычислительных инфраструктур крупных корпораций, центров обработки данных;",2
4446,22702752,Знания и опыт проектирования аппаратных конфигураций на основе решений вендоров и разработки проектной документации;,2
4447,22702752,"Знание линеек оборудования: Hewlett-Packard Enterprise, Hitachi, IBM/Lenovo, EMC, Dell, Fujitsu, Cisco, NetApp, и другие;",2
4448,22702752,Опыт в проектировании и внедрении инфраструктурных решений в масштабах 1000+ пользователей;,2
4449,22702752,"Опыт реализации проектов с бюджетом свыше 500K$ в качестве системного архитектора, ГИПа;",2
4450,22702752,Понимание и опыт обслуживания mission-critical систем принципов подходов к построению подобного рода систем;,2
4451,22702752,Понимание в лицензировании ПО и опыт по оптимизации лицензирования.,2
4452,22702752,"СХД  Опыт работы с mid-tier и hi-tier СХД (HP, Hitachi, Dell/EMC, NetApp, Huawei);",2
4453,22702752,Знание и практический опыт эксплуатации решений гиперконвергентным инфраструктурам СХД рассматривается в качестве плюса;,2
4454,22702752,Опыт работы с системой мониторинга Zabbix/OMS.,2
4455,22702752,"Опыт работы с mid-tier и hi-tier СХД (HP, Hitachi, Dell/EMC, NetApp, Huawei);",2
4456,22702752,Знание и практический опыт эксплуатации решений гиперконвергентным инфраструктурам СХД рассматривается в качестве плюса;,2
4457,22702752,Опыт работы с системой мониторинга Zabbix/OMS.,2
4458,22702752,"Виртуализация  Опыт работы с технологиями виртуализации на базе VmWare, HyperV virtualization stacks;",2
4459,22702752,Опыт работы с Azure/AWS приветствуется.,2
4460,22702752,"Опыт работы с технологиями виртуализации на базе VmWare, HyperV virtualization stacks;",2
4461,22702752,Опыт работы с Azure/AWS приветствуется.,2
4462,22702752,"Сеть  Уверенное знание сетевых технологий, протоколов и маршрутизации (SAN, LAN, WAN), опыт работы с сетевым оборудованием, серверов, системного ПО, телефонных сетей, инженерной инфраструктуры ЦОД, видеонаблюдения, систем контроля доступа.",2
4463,22702752,"Уверенное знание сетевых технологий, протоколов и маршрутизации (SAN, LAN, WAN), опыт работы с сетевым оборудованием, серверов, системного ПО, телефонных сетей, инженерной инфраструктуры ЦОД, видеонаблюдения, систем контроля доступа.",2
4464,22702752,Разное  Пройденное обучение и наличие технических сертификатов от производителей аппаратных решений;,2
4465,22702752,"Знание ОС Linux и других POSIX систем, опыт построения решений с их использованием;",2
4466,22702752,"Опытный пользователь MS Office (Word, Excel, Visio, PowerPoint, Project);",2
4467,22702752,Практический опыт внедрения или\и поддержки решений;,2
4468,22702752,Уровень английского языка на уровне чтения технической документации;,2
4469,22702752,"Грамотный русский язык, в том числе письменный.",2
4470,22702752,Пройденное обучение и наличие технических сертификатов от производителей аппаратных решений;,2
4471,22702752,"Знание ОС Linux и других POSIX систем, опыт построения решений с их использованием;",2
4472,22702752,"Опытный пользователь MS Office (Word, Excel, Visio, PowerPoint, Project);",2
4473,22702752,Практический опыт внедрения или\и поддержки решений;,2
4474,22702752,Уровень английского языка на уровне чтения технической документации;,2
4475,22702752,"Грамотный русский язык, в том числе письменный.",2
4476,22702752,"ЛДК:  Ответственность, инициативность, умение работать в команде, активная жизненная позиция, нацеленность на результат, хорошие коммуникативные навыки, гибкость, стрессоустойчивость, самообучаемость, внимательность, организованность Аналитический склад ума, умение работать с большими объемами информации и в многозадачном режим  ",2
4477,22702752,"Ответственность, инициативность, умение работать в команде, активная жизненная позиция, нацеленность на результат, хорошие коммуникативные навыки, гибкость, стрессоустойчивость, самообучаемость, внимательность, организованность",2
4478,22702752,"Аналитический склад ума, умение работать с большими объемами информации и в многозадачном режим",2
4479,22715518,разработка программного обеспечения на ПЛК и операторские панели,1
4480,22715518,разработка программного обеспечения на SCADA-системы,1
4481,22715518,"составление документации на разработанное программное обеспечение (инструкции пользователя, администратора, описания на программное обеспечение)",1
4482,22715518,выполнение ПНР на объектах внедрения,1
4483,22715518,профильное высшее образование,2
4484,22715518,опыт работ от 3х лет,2
4485,22715518,"знание промышленных сетей связи (Ethernet, RS485, GPS/GPRS)",2
4486,22715518,опыт наладочных работ по системам АСУ ТП и промышленным сетям,2
4487,22715518,знание технического английского на уровне работы с инструкциями,2
4488,22715810,"Выполнение тестирования (поиск дефектов), описание найденных дефектов, проверка требований и документации",1
4489,22715810,"Разработка программ и методик испытаний, тест планов и сценариев тестирования",1
4490,22715810,Фиксирование дефектов и отслеживание их исправления,1
4491,22715810,Участие в других проектах подразделения,1
4492,22715810,Высшее образование ИТ,2
4493,22715810,Опыт работы тестировщиком - от 1 года,2
4494,22715810,"Знания - операционные системы семейства Microsoft Windows (в том числе SERVER), мобильных операционных систем",2
4495,22715810,Знания - Баггрекинг системы,2
4496,22715810,"СУБД: MSSQL, Oracle",2
4497,22715810,"Знание принципов построения web, клиент-серверных и многозвенных приложений",2
4498,22715810,Навыки разработки тестовой документации,2
4499,22715810,"Тестирование WEB, GUI, мобильных интерфейсов",2
4500,22715810,"Работа с СУБД, веб серверами, криптография",2
4501,22715810,Написание SQL запросов,2
4502,22718315,"Формирование отделов Компании и их контроль:  HR и работа с персоналом Отдел продаж, работа с постоянными клиентами, развитие продаж Административно-хозяйственный отдел.",1
4503,22718315,HR и работа с персоналом,1
4504,22718315,"Отдел продаж, работа с постоянными клиентами, развитие продаж",1
4505,22718315,Административно-хозяйственный отдел.,1
4506,22718315,Автоматизация бизнес-процессов:  Внедрение CRM Прописание должностных инструкций и регламентов Написание взаимодействия между сотрудниками  ,1
4507,22718315,Внедрение CRM,1
4508,22718315,Прописание должностных инструкций и регламентов,1
4509,22718315,Написание взаимодействия между сотрудниками,1
4510,22718315,Персонал  Найм;,1
4511,22718315,Адаптация;,1
4512,22718315,Обучение;,1
4513,22718315,Контроль выполнения приказов;,1
4514,22718315,Мотивация и KPI;,1
4515,22718315,Отчетность.,1
4516,22718315,Найм;,1
4517,22718315,Адаптация;,1
4518,22718315,Обучение;,1
4519,22718315,Контроль выполнения приказов;,1
4520,22718315,Мотивация и KPI;,1
4521,22718315,Отчетность.,1
4522,22718315,"Маркетинг и продажи  Исследование рынка, ценообразование, проведение опрос, разработка маркетинговых программ;",1
4523,22718315,Ведение переговоров и встреч с ключевыми клиентами;,1
4524,22718315,Развитие клиентов;,1
4525,22718315,"Найм и развитие менеджеров по работе с клиентами, разработка программ лояльности и мероприятий для постоянных клиентов;",1
4526,22718315,Ведение базы постоянных клиентов;,1
4527,22718315,"Исследование рынка, ценообразование, проведение опрос, разработка маркетинговых программ;",1
4528,22718315,Ведение переговоров и встреч с ключевыми клиентами;,1
4529,22718315,Развитие клиентов;,1
4530,22718315,"Найм и развитие менеджеров по работе с клиентами, разработка программ лояльности и мероприятий для постоянных клиентов;",1
4531,22718315,Ведение базы постоянных клиентов;,1
4532,22718315,Финансовый и Административный блок  Финансовое планирование;,1
4533,22718315,"Коммуникации внутри компании, телефония;",1
4534,22718315,Контроль бухгалтерии и документов;,1
4535,22718315,Формирование договоров;,1
4536,22718315,Оптимизация расходов.,1
4537,22718315,Финансовое планирование;,1
4538,22718315,"Коммуникации внутри компании, телефония;",1
4539,22718315,Контроль бухгалтерии и документов;,1
4540,22718315,Формирование договоров;,1
4541,22718315,Оптимизация расходов.,1
4542,22718315,Опыт построения отделов с нуля;,2
4543,22718315,Опыт работы в сфере услуг для бизнеса и с корпоративными клиентами;,2
4544,22718315,Опыт на руководящих позициях от 3х лет;,2
4545,22718315,Понимание основ маркетинга и продвижения;,2
4546,22718315,Системный и деловой подход к работе;,2
4547,22718315,Готовность принять долгосрочный профессиональный вызов;,2
4548,22718315,Подтвержденный опыт и рекомендации.,2
4549,22719259,Продажа полного пакета услуг связи (облачные решения) корпоративным и государственным клиентам федерального уровня;,1
4550,22719259,Поиск клиентов и проведение переговоров;,1
4551,22719259,Заключение и сопровождение договоров;,1
4552,22719259,Осуществление координации процессов оказания услуг;,1
4553,22719259,Подготовка и участие в выставках и маркетинговых мероприятиях;,1
4554,22719259,Ведение работы с информационными системами и базами данных.,1
4555,22719259,Высшее образование;,2
4556,22719259,Дополнительное образование в сфере IT технологий станет Вашим преимуществом;,2
4557,22719259,Опыт работы в B2B продажах телекоммуникационных или IT продуктов не менее 2-х лет;,2
4558,22719259,"Опыт продаж перспективных продуктов, например, «облачных решений», продуктов информационной безопасности и т.д.;",2
4559,22719259,"Клиентоориентированность, нацеленность на результат.",2
4560,22721623,"Осуществление прямых (активных) продаж «Новых продуктов», далее Услуг и привлечение «новой выручки» от крупных корпоративных клиентов на территории закрепленного региона.",1
4561,22721623,Инициирование клиентских проектов для организации подключения Услуг корпоративным клиентам за счет инвестиционной деятельности ПАО «Ростелеком».,1
4562,22721623,"Осуществление поиска и привлечения новых клиентов, в том числе из состава потребителей услуг альтернативных операторов;",1
4563,22721623,Формирование базы клиентов на основании электронных справочников и других источников;,1
4564,22721623,"Подготовка, согласование и направление коммерческих предложений;",1
4565,22721623,"Осуществление мониторинга Услуг, предоставляемых альтернативными операторами в целях формирования плана развития «Новых продуктов» ПАО «Ростелеком»;",1
4566,22721623,"Проведение презентаций, участие в бизнес-семинарах для корпоративных клиентов;",1
4567,22721623,Инициирование изменения цен в рамках тарифного интервала;,1
4568,22721623,Консультирование клиентов по техническим вопросам;,1
4569,22721623,Планирование воронки продаж Услуг на закрепленной территории;,1
4570,22721623,Высшее образование (желательно техническое),2
4571,22721623,Опыт в сфере продаж IT / Телеком не менее 3-х лет,2
4572,22721623,Опыт поиска и привлечения клиентов,2
4573,22721623,Обязательно знание всех услуг,2
4574,22721623,Умение продавать,2
4575,22721623,Опыт подготовки и согласования коммерческих предложений,2
4576,22721623,Успешный опыт проведения презентаций,2
4577,22721623,"Отличные знания Excel, ПК",2
4578,22721623,Высокая инициативность,2
4579,22721623,"Самостоятельность, клиентоориентированность, ориентация на результат",2
